substance,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,43,18,9,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Accept (Poster),Accepted,8,5,4.0,5.67,good,ICLR_2018_219_paper.json,0,0,4,2,2,1,1,0,0,0,0,5,1,0,3,0,1,0,7,27,3,2,18,6,1,53,1,1,0,5,4,1,0,0,0,0,6,3,63,167,333,41.0,84.0,86.0,66.0,58.0,24.0
0,2019,Attentive Neural Processes,29,14,6,5,4,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_334_paper.json,2,0,1,2,2,1,1,3,0,0,0,5,1,0,0,0,5,1,0,24,3,0,35,22,0,29,1,17,0,8,1,1,0,1,0,0,4,4,50,176,226,5.0,32.0,58.0,78.0,60.0,22.0
0,2018,Expressive power of recurrent neural networks,32,10,3,0,5,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2018_285_paper.json,0,1,2,0,2,0,0,5,0,0,1,3,0,0,2,0,1,0,5,22,2,0,6,2,1,38,3,4,0,1,1,0,0,1,3,0,3,0,55,120,89,21.0,16.0,23.0,17.0,7.0,2.0
0,2019,Probabilistic Recursive Reasoning for Multi-Agent Reinforcement Learning,76,16,9,0,6,6,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,2,Accept (Poster),Accepted,7,8,7.0,7.33,good,ICLR_2019_457_paper.json,1,0,8,4,4,2,3,3,1,0,0,3,0,0,2,0,1,0,7,39,9,0,22,12,1,29,3,11,0,3,2,1,1,2,1,0,0,5,50,152,93,2.0,18.0,23.0,26.0,23.0,11.0
0,2019,Off-Policy Evaluation and Learning from Logged Bandit Feedback: Error Reduction via Surrogate Policy,24,2,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2019_228_paper.json,1,1,1,1,1,3,2,6,0,1,0,2,0,0,0,0,0,0,6,25,0,2,18,9,1,88,2,17,3,10,1,0,0,0,0,2,0,3,95,251,15,0.0,1.0,8.0,4.0,2.0,0.0
0,2019,The Comparative Power of ReLU Networks and Polynomial Kernels in the Presence of Sparse Latent Structure,20,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_429_paper.json,0,2,4,2,2,1,1,0,0,0,0,2,0,0,2,0,1,1,3,21,0,6,38,2,2,91,2,12,3,6,3,0,1,3,0,0,2,2,87,260,4,0.0,0.0,2.0,0.0,2.0,0.0
1,2019,Supervised Policy Update for Deep Reinforcement Learning,29,11,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,6,9,6.0,7.0,good,ICLR_2019_326_paper.json,1,0,6,5,2,1,0,3,0,0,0,3,1,0,0,0,0,1,5,28,3,2,13,14,0,50,1,9,4,14,3,3,0,0,2,2,1,1,74,196,19,2.0,5.0,5.0,3.0,4.0,1.0
0,2020,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation,47,16,12,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_336_paper.json,2,0,0,4,4,2,2,13,0,0,1,9,1,0,0,0,2,0,6,46,8,0,18,15,2,42,3,14,2,9,1,2,2,2,0,1,1,0,45,167,194,2.0,2.0,33.0,75.0,98.0,39.0
0,2020,State-only Imitation with Transition Dynamics Mismatch,30,7,13,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_374_paper.json,2,0,1,3,1,3,2,0,0,0,0,7,0,0,2,0,2,0,6,29,2,3,20,18,0,47,2,6,2,6,0,1,0,2,3,0,2,2,48,164,33,0.0,1.0,9.0,8.0,15.0,1.0
0,2020,On Bonus Based Exploration Methods In The Arcade Learning Environment,29,14,5,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,,6.0,good,ICLR_2020_316_paper.json,0,0,7,1,3,1,3,5,0,2,0,2,1,0,1,1,0,1,4,32,1,1,35,5,2,22,2,5,3,15,2,1,0,2,0,2,0,2,23,123,31,0.0,2.0,9.0,16.0,6.0,7.0
0,2019,Modeling Uncertainty with Hedged Instance Embeddings,26,12,3,5,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_411_paper.json,1,0,3,2,2,0,1,3,1,0,0,4,1,1,0,0,0,1,4,24,1,2,15,10,1,46,1,24,1,10,4,2,3,2,2,0,2,1,49,176,13,0.0,2.0,1.0,2.0,8.0,6.0
1,2020,MACER: Attack-free and Scalable Robust Training via Maximizing Certified Radius,39,23,16,2,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,6.0,5.67,good,ICLR_2020_102_paper.json,0,0,2,2,3,3,2,7,0,5,0,6,5,0,2,0,0,2,1,40,8,1,18,12,2,48,1,20,1,6,1,0,2,1,3,1,1,1,64,191,101,1.0,0.0,29.0,31.0,42.0,11.0
0,2019,Toward Understanding the Impact of Staleness in Distributed Machine Learning,51,5,6,0,7,4,1,0,1,0,0,0,0,0,0,0,3,0,1,1,1,0,0,3,Accept (Poster),Accepted,7,4,9.0,6.67,good,ICLR_2019_129_paper.json,0,0,5,0,3,3,2,2,0,2,0,1,2,1,0,0,0,0,6,27,2,1,35,7,0,39,3,8,0,6,1,0,0,2,9,1,3,3,55,175,47,0.0,6.0,10.0,17.0,14.0,4.0
0,2019,Sparse Dictionary Learning by Dynamical Neural Networks,51,17,6,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,1,1,Accept (Poster),Accepted,6,9,8.0,7.67,good,ICLR_2019_37_paper.json,1,1,5,3,1,1,0,2,1,0,0,4,2,1,5,0,3,1,4,35,5,2,29,14,1,51,0,5,2,9,1,1,1,1,0,0,1,1,88,212,4,0.0,0.0,1.0,2.0,2.0,1.0
1,2019,Dimensionality Reduction for Representing the Knowledge of Probabilistic Models,49,5,0,0,5,2,0,1,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,Accept (Poster),Accepted,7,6,9.0,7.33,good,ICLR_2019_368_paper.json,3,1,1,3,1,3,1,11,0,1,0,3,2,2,2,0,3,0,8,45,6,8,26,15,1,116,1,29,2,15,3,1,1,0,3,2,2,4,160,395,10,0.0,7.0,2.0,1.0,0.0,0.0
1,2019,Meta-Learning Update Rules for Unsupervised Representation Learning,67,20,17,4,7,8,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,2,Accept (Oral),Accepted,8,8,8.0,8.0,good,ICLR_2019_11_paper.json,0,0,3,0,1,4,0,8,0,0,0,2,0,0,1,0,1,0,5,25,5,0,19,17,2,91,2,31,3,8,0,0,0,2,0,0,6,7,77,270,88,7.0,23.0,31.0,19.0,12.0,5.0
1,2020,What graph neural networks cannot learn: depth vs width,50,14,13,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2020_81_paper.json,0,1,7,2,1,1,0,1,0,0,0,10,0,0,1,1,0,1,6,32,15,2,61,16,0,31,2,0,0,1,0,0,1,2,1,0,0,0,91,223,168,1.0,3.0,55.0,46.0,66.0,24.0
0,2020,Disentangling Factors of Variations Using Few Labels,64,27,8,7,21,9,1,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,Accept (Poster),Accepted,1,6,6.0,4.33,good,ICLR_2020_77_paper.json,0,1,8,2,4,6,1,4,0,3,0,3,0,2,3,0,0,0,3,40,1,3,33,1,1,44,6,6,1,17,2,1,0,0,0,3,4,0,25,148,111,1.0,8.0,37.0,36.0,35.0,12.0
0,2020,Is a Good Representation Sufficient for Sample Efficient Reinforcement Learning?,45,13,9,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,8.0,7.33,good,ICLR_2020_581_paper.json,0,2,5,2,2,3,3,0,1,1,0,5,0,0,6,0,0,0,5,35,6,1,30,15,2,122,2,4,1,12,0,1,0,0,1,0,1,1,100,299,134,0.0,10.0,40.0,51.0,35.0,19.0
0,2018,Attacking Binarized Neural Networks,23,13,8,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2018_163_paper.json,0,0,8,4,3,4,0,6,1,0,0,2,3,0,1,0,1,0,7,40,2,0,45,10,0,22,1,5,1,3,1,1,3,0,1,2,0,1,21,119,87,19.0,12.0,23.0,21.0,12.0,6.0
0,2020,Stochastic AUC Maximization with Deep Neural Networks,49,17,18,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_100_paper.json,1,0,4,1,6,4,4,4,0,1,0,9,3,0,2,0,0,1,5,45,3,1,13,1,1,40,0,8,5,7,0,1,1,3,2,0,3,3,80,172,54,0.0,3.0,12.0,14.0,26.0,13.0
0,2018,Deep Complex Networks,50,13,18,2,7,1,0,1,2,0,0,0,0,0,0,0,1,0,4,3,0,0,0,1,Accept (Poster),Accepted,7,8,4.0,6.33,good,ICLR_2018_194_paper.json,1,0,3,1,2,2,4,3,1,0,0,10,2,0,7,0,1,0,10,47,7,1,29,8,2,44,4,20,3,5,1,2,5,1,2,2,4,2,60,202,463,41.0,84.0,94.0,132.0,128.0,34.0
0,2017,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,29,10,3,0,1,0,0,0,0,3,12,3,0,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,7,5,8.0,6.67,good,ICLR_2017_72_paper.json,1,0,3,2,0,1,3,4,1,1,0,1,1,0,1,0,2,0,3,24,2,1,12,7,1,31,1,8,1,8,1,0,2,0,1,0,1,3,22,102,307,64.0,83.0,80.0,37.0,33.0,7.0
0,2019,InfoBot: Transfer and Exploration via the Information Bottleneck,51,23,12,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,3.0,5.67,good,ICLR_2019_428_paper.json,2,0,4,0,2,6,5,14,0,1,0,7,0,0,0,0,2,0,2,45,2,1,15,21,1,56,5,37,2,17,0,2,3,2,0,1,3,4,63,235,122,1.0,31.0,44.0,24.0,29.0,6.0
0,2019,SPIGAN: Privileged Adversarial Learning from Simulation,59,24,11,2,2,3,0,8,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_465_paper.json,1,1,2,3,3,1,3,8,1,0,0,9,2,0,0,0,1,0,3,38,4,0,14,6,2,28,5,11,0,11,1,1,6,1,1,0,4,2,26,123,62,2.0,12.0,19.0,20.0,9.0,10.0
1,2020,Sign Bits Are All You Need for Black-Box Attacks,35,18,15,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_176_paper.json,0,1,8,2,0,2,2,5,1,0,0,7,1,0,4,0,3,0,2,38,1,2,25,20,3,38,3,10,0,8,1,4,1,1,2,6,5,3,51,184,37,0.0,0.0,10.0,12.0,16.0,2.0
0,2019,The Limitations of Adversarial Training and the Blind-Spot Attack,44,35,20,2,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_262_paper.json,0,0,4,1,3,2,0,6,0,1,0,5,5,0,5,0,0,2,2,36,0,0,29,3,1,35,2,20,0,5,0,0,0,5,0,0,2,2,17,121,98,3.0,21.0,24.0,28.0,25.0,6.0
1,2019,Residual Non-local Attention Networks for Image Restoration,47,24,1,1,0,3,0,3,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_215_paper.json,3,0,1,2,2,3,3,12,1,2,0,8,2,0,0,0,0,0,3,42,1,0,12,4,2,35,2,13,2,16,0,1,2,2,1,0,3,0,35,131,2,0.0,30.0,94.0,142.0,125.0,54.0
0,2018,Interactive Grounded Language Acquisition and Generalization in a 2D World,52,24,4,2,5,4,3,2,1,3,2,0,0,0,0,1,0,0,0,3,0,1,0,2,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2018_135_paper.json,2,0,3,2,0,4,2,2,2,0,1,7,0,1,1,0,3,1,7,38,5,2,20,14,0,56,5,11,3,7,4,1,1,0,0,1,2,7,89,228,67,11.0,18.0,18.0,16.0,6.0,4.0
0,2020,AtomNAS: Fine-Grained End-to-End Neural Architecture Search,39,24,1,10,0,2,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_474_paper.json,0,0,2,0,1,4,2,7,0,0,0,9,1,0,2,0,0,2,5,35,1,0,17,11,0,33,2,4,4,10,0,3,4,2,1,1,0,1,27,121,72,0.0,4.0,26.0,24.0,20.0,4.0
0,2020,Provable Benefit of Orthogonal Initialization in Optimizing Deep Linear Networks,30,11,11,2,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,3.0,5.67,good,ICLR_2020_354_paper.json,1,0,5,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,6,18,1,3,13,0,0,54,0,3,1,2,0,0,1,1,1,0,0,0,68,148,64,0.0,0.0,19.0,24.0,23.0,7.0
1,2018,Learning Differentially Private Recurrent Language Models,23,15,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2018_102_paper.json,0,3,3,1,0,4,1,8,0,0,0,2,1,0,2,0,1,0,3,29,0,2,32,9,1,48,3,23,6,10,1,0,0,1,1,0,3,3,43,186,703,20.0,79.0,179.0,220.0,231.0,85.0
1,2018,Adversarial Dropout Regularization,46,27,9,2,8,6,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,5,7,8.0,6.67,good,ICLR_2018_81_paper.json,0,0,4,0,2,1,5,7,2,1,0,3,0,0,1,0,1,1,2,30,1,3,19,16,1,45,3,31,3,15,1,2,2,1,3,2,3,5,37,193,215,12.0,35.0,54.0,76.0,37.0,14.0
1,2020,Masked Based Unsupervised Content Transfer,49,28,6,1,6,0,0,2,13,0,1,1,5,0,1,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_402_paper.json,1,0,1,0,1,1,5,7,0,3,0,17,2,2,0,0,2,2,7,51,2,2,13,11,0,40,5,13,2,18,0,2,0,0,12,1,0,6,55,182,0,0.0,0.0,0.0,0.0,1.0,0.0
0,2020,GraphZoom: A Multi-level Spectral Approach for Accurate and Scalable Graph Embedding,34,20,7,4,1,1,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,Accept (Talk),Accepted,6,8,8.0,7.33,good,ICLR_2020_657_paper.json,0,0,5,2,0,1,5,5,1,0,0,8,1,0,2,0,1,0,3,34,7,5,17,15,3,32,2,25,1,14,1,1,5,1,1,2,1,1,44,178,61,0.0,1.0,14.0,30.0,25.0,8.0
0,2020,V4D: 4D Convonlutional Neural Networks for Video-level Representation Learning,32,12,0,0,3,2,0,2,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_161_paper.json,1,0,0,1,0,2,3,3,0,0,0,6,1,0,1,0,0,0,4,22,0,0,12,6,2,37,0,13,3,6,0,1,1,3,2,0,4,0,34,124,40,0.0,0.0,9.0,13.0,18.0,5.0
1,2019,Global-to-local Memory Pointer Networks for Task-Oriented Dialogue,33,18,0,6,3,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,8,8,5.0,7.0,good,ICLR_2019_499_paper.json,0,0,7,1,0,0,2,2,1,1,0,6,2,0,0,1,0,1,5,29,2,2,14,12,0,23,1,5,1,7,2,0,2,3,3,1,1,2,53,134,116,1.0,16.0,39.0,35.0,30.0,9.0
0,2020,Thinking While Moving: Deep Reinforcement Learning with Concurrent Control,27,11,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_358_paper.json,0,1,0,3,1,0,0,7,0,0,0,0,0,0,1,0,0,1,2,16,2,2,23,12,0,50,1,4,5,7,1,0,0,0,0,0,3,2,38,150,27,0.0,0.0,3.0,8.0,18.0,2.0
0,2017,Calibrating Energy-based Generative Adversarial Networks,11,7,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,7,8.0,7.67,good,ICLR_2017_79_paper.json,1,0,1,1,0,2,3,3,1,1,0,2,0,1,1,0,2,0,2,21,4,2,28,9,0,61,2,9,1,7,1,1,3,5,1,1,1,4,63,203,98,23.0,24.0,15.0,9.0,4.0,1.0
0,2017,Learning to Query Reason and Answer Questions On Ambiguous Texts,23,16,3,4,3,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2017_48_paper.json,0,0,0,1,4,0,1,2,2,0,0,6,0,0,0,0,0,0,3,19,2,0,24,16,2,23,2,3,1,4,1,0,0,0,1,0,1,2,87,169,20,8.0,2.0,1.0,2.0,5.0,0.0
0,2018,Distributed Prioritized Experience Replay,42,19,9,6,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,Accept (Poster),Accepted,9,7,6.0,7.33,good,ICLR_2018_97_paper.json,0,0,3,4,4,4,0,5,2,0,0,2,1,0,0,0,1,2,8,36,1,3,26,16,2,31,0,16,5,11,2,0,1,1,0,1,1,2,50,169,499,49.0,129.0,108.0,121.0,101.0,38.0
0,2019,Marginal Policy Gradients: A Unified Family of Estimators for Bounded Action Spaces with Applications,28,13,0,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_226_paper.json,0,0,4,4,4,2,1,5,1,1,0,4,0,0,1,0,3,0,6,36,10,8,16,6,3,60,3,13,1,2,2,1,0,1,2,1,0,1,95,225,10,0.0,4.0,3.0,3.0,0.0,0.0
1,2020,Empirical Bayes Transductive Meta-Learning with Synthetic Gradients,50,20,16,4,4,5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_448_paper.json,4,0,4,2,2,7,1,6,1,0,0,8,0,1,0,0,1,0,4,41,4,1,19,8,0,51,9,9,2,5,2,2,0,1,1,0,3,1,61,179,74,0.0,0.0,21.0,25.0,31.0,11.0
0,2017,Emergence of foveal image sampling from learning to attend in visual scenes,16,3,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,5,6.0,5.67,good,ICLR_2017_33_paper.json,1,0,1,0,0,0,2,1,0,0,0,1,0,1,1,0,0,1,3,12,1,0,16,5,0,26,0,8,1,0,1,1,1,0,0,0,1,2,36,99,27,5.0,7.0,5.0,5.0,2.0,1.0
0,2018,On Unifying Deep Generative Models,48,28,20,2,5,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2018_271_paper.json,3,0,6,6,5,7,1,6,2,0,0,5,0,0,0,0,0,0,6,47,1,5,31,26,1,60,3,5,4,3,1,1,0,0,2,0,0,0,84,227,110,26.0,28.0,21.0,14.0,8.0,0.0
0,2019,No Training Required: Exploring Random Encoders for Sentence Classification,59,22,20,1,4,3,0,1,0,2,5,0,0,0,0,0,1,0,0,1,0,1,0,0,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2019_92_paper.json,0,0,2,4,4,3,0,5,1,2,1,3,0,2,0,0,0,1,6,34,3,1,37,11,2,29,3,10,2,16,2,0,0,1,3,1,2,2,36,161,90,4.0,29.0,27.0,23.0,7.0,2.0
1,2019,Neural Probabilistic Motor Primitives for Humanoid Control,45,17,8,4,9,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,Accept (Poster),Accepted,3,6,4.0,4.33,good,ICLR_2019_67_paper.json,4,0,2,2,3,3,3,6,0,0,0,3,0,0,1,0,4,0,4,35,2,0,29,5,2,50,1,13,2,15,3,1,0,0,1,0,1,2,36,163,93,0.0,19.0,24.0,28.0,24.0,13.0
1,2020,Mutual Mean-Teaching: Pseudo Label Refinery for Unsupervised Domain Adaptation on Person Re-identification,54,30,8,0,5,0,3,4,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_11_paper.json,0,0,4,3,0,0,1,5,0,1,0,8,0,0,3,0,0,0,4,29,1,0,15,16,1,31,1,9,1,22,1,1,1,4,2,0,2,2,53,163,249,1.0,1.0,45.0,104.0,120.0,43.0
0,2020,Neural Execution of Graph Algorithms,33,11,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,8,1.0,5.67,good,ICLR_2020_254_paper.json,0,0,1,0,1,2,5,5,0,2,0,2,0,0,1,0,1,0,1,21,0,0,16,9,0,44,1,7,0,7,3,0,1,0,1,0,2,3,26,120,105,0.0,0.0,34.0,36.0,37.0,14.0
0,2019,FlowQA: Grasping Flow in History for Conversational Machine Comprehension,34,24,0,6,2,0,1,0,0,4,8,4,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_118_paper.json,0,0,1,2,2,3,4,5,0,1,0,5,0,0,0,0,2,0,2,27,4,1,11,8,3,55,1,11,0,5,1,0,3,0,9,0,3,2,109,226,100,4.0,27.0,23.0,24.0,25.0,9.0
0,2018,Generalizing Across Domains via Cross-Gradient Training,33,9,2,1,2,1,1,4,5,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2018_192_paper.json,0,0,1,1,3,1,0,2,0,0,0,4,1,1,1,0,2,0,4,21,1,0,25,5,0,47,2,14,0,5,2,0,1,2,0,1,0,3,40,148,300,11.0,31.0,51.0,102.0,112.0,47.0
0,2020,Geom-GCN: Geometric Graph Convolutional Networks,33,12,0,5,1,3,1,0,2,0,0,0,0,0,0,0,0,4,0,3,0,0,1,1,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_639_paper.json,1,0,3,1,0,1,0,5,0,0,1,1,0,1,2,0,0,0,4,20,8,2,23,5,2,36,1,12,0,10,2,0,0,7,2,1,3,3,68,185,368,0.0,3.0,48.0,134.0,221.0,84.0
1,2018,Memory-based Parameter Adaptation,43,27,21,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2018_154_paper.json,1,0,4,0,3,1,5,3,0,1,0,8,0,0,0,0,3,0,3,32,8,0,21,9,2,38,2,7,4,11,0,2,3,1,1,2,3,6,41,161,11,17.0,18.0,15.0,9.0,12.0,2.0
0,2017,Third Person Imitation Learning,50,13,12,1,4,4,2,1,2,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,Accept (Poster),Accepted,6,5,6.0,5.67,good,ICLR_2017_40_paper.json,0,1,0,3,3,0,2,1,0,0,0,1,0,0,0,0,6,0,4,21,4,0,30,11,1,36,4,3,2,8,5,1,0,1,0,0,0,2,28,136,189,39.0,44.0,33.0,36.0,20.0,1.0
0,2019,Adaptive Gradient Methods with Dynamic Bound of Learning Rate,17,5,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,4,6.0,5.67,good,ICLR_2019_88_paper.json,0,0,5,0,1,3,4,2,0,0,0,3,2,0,1,0,1,1,5,28,3,2,34,4,1,84,4,19,3,14,1,2,3,3,1,1,5,2,67,253,422,4.0,81.0,156.0,114.0,81.0,26.0
1,2020,StructBERT: Incorporating Language Structures into Pre-training for Deep Language Understanding,34,10,17,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,3,8,6.0,5.67,good,ICLR_2020_466_paper.json,3,0,5,1,4,0,1,2,0,0,0,3,2,0,1,0,1,0,3,26,1,0,13,3,0,25,3,8,8,10,0,3,4,3,0,2,0,1,23,107,176,0.0,8.0,50.0,66.0,56.0,26.0
0,2019,Learning Particle Dynamics for Manipulating Rigid Bodies Deformable Objects and Fluids,36,24,1,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,7.0,7.0,good,ICLR_2019_431_paper.json,1,0,2,1,4,1,1,3,2,0,0,9,0,0,0,0,1,0,1,26,3,1,17,5,0,45,2,19,3,9,0,0,2,4,0,2,3,3,63,181,188,3.0,20.0,58.0,55.0,60.0,29.0
0,2017,Offline bilingual word vectors orthogonal transformations and the inverted softmax,20,5,1,0,2,2,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,6.0,7.0,good,ICLR_2017_124_paper.json,1,0,0,4,0,2,1,1,0,0,1,3,1,0,2,0,2,0,1,19,1,0,12,8,2,44,1,19,0,16,0,1,3,0,0,0,1,2,30,140,472,99.0,137.0,115.0,70.0,47.0,7.0
0,2019,Combinatorial Attacks on Binarized Neural Networks,36,17,16,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,6,7.0,6.0,good,ICLR_2019_296_paper.json,0,1,8,1,3,1,1,2,1,0,0,6,2,1,1,0,1,0,2,31,3,1,27,8,2,35,2,11,2,11,2,0,0,1,0,0,3,1,34,143,33,2.0,9.0,11.0,8.0,3.0,0.0
0,2018,Flipout: Efficient Pseudo-Independent Weight Perturbations on Mini-Batches,39,19,9,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Accept (Poster),Accepted,6,8,6.0,6.67,good,ICLR_2018_92_paper.json,3,0,5,3,0,1,3,14,0,0,0,8,0,0,2,0,3,0,2,44,1,0,36,7,2,57,2,22,1,12,0,0,3,1,1,1,1,1,47,195,204,11.0,37.0,57.0,53.0,50.0,15.0
