replicability,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2020,Automated curriculum generation through setter-solver interactions,33,14,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_83_paper.json,0,1,7,2,2,1,0,2,1,0,0,3,0,1,1,0,4,1,3,29,4,0,47,12,0,37,0,11,3,17,1,1,0,3,1,3,4,1,70,215,22,0,0,3,10,12,1
0,2018,Memory Augmented Control Networks,27,13,11,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,4,6,9.0,6.33,good,ICLR_2018_316_paper.json,2,1,1,2,1,2,2,3,0,1,0,6,0,0,3,0,2,1,5,32,2,1,30,26,0,58,2,14,8,19,3,1,3,6,1,0,4,5,119,302,69,18,22,16,7,2,0
0,2020,Estimating Gradients for Discrete Random Variables by Sampling without Replacement,58,18,3,12,8,9,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_540_paper.json,2,2,3,6,2,8,4,16,6,0,1,6,0,0,0,0,3,2,8,69,6,0,21,5,1,66,3,15,0,8,0,0,0,0,0,0,7,2,55,189,40,0,1,17,10,14,1
0,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,53,16,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2018_32_paper.json,8,0,4,7,2,1,0,3,0,1,0,5,1,0,0,0,1,0,8,41,4,3,29,21,3,56,2,13,1,6,2,4,0,5,1,2,1,1,85,239,85,15,20,22,17,9,2
0,2020,Structured Object-Aware Physics Prediction for Video Modeling and Planning,51,24,6,11,13,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_438_paper.json,0,1,4,3,5,1,4,3,0,1,0,6,0,0,0,0,1,0,0,29,1,1,21,18,3,36,6,21,10,16,2,0,3,0,6,0,0,1,76,221,47,0,0,14,16,18,3
0,2017,Tracking the World State with Recurrent Entity Networks,28,24,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2017_46_paper.json,2,0,0,2,2,0,0,4,0,0,0,3,1,0,1,1,3,2,4,25,5,0,18,12,1,30,0,7,1,9,1,0,2,2,0,1,0,5,66,160,208,46,46,40,26,23,6
0,2019,Visual Reasoning by Progressive Module Networks,36,20,6,3,3,1,0,1,4,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_34_paper.json,3,1,5,7,1,0,1,5,0,1,0,4,1,0,0,0,1,0,9,39,6,4,31,55,1,58,2,18,1,8,5,1,0,2,0,0,2,5,127,326,9,1,0,4,3,1,1
0,2019,Deterministic Variational Inference for Robust Bayesian Neural Networks,40,14,10,1,7,7,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Accept (Oral),Accepted,7,7,7.0,7.0,good,ICLR_2019_2_paper.json,0,0,5,2,4,0,0,4,0,1,0,7,2,0,3,0,1,0,3,32,1,1,19,6,2,82,5,18,3,21,1,0,1,1,2,0,5,1,43,212,115,3,26,36,28,23,11
0,2018,Semi-parametric topological memory for navigation,50,20,0,5,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,7,3,7.0,5.67,good,ICLR_2018_140_paper.json,1,0,1,4,2,1,5,5,0,0,0,2,1,0,0,1,4,1,2,30,3,3,30,23,2,49,3,23,3,5,1,0,2,0,4,3,4,4,66,228,0,22,41,64,71,66,10
0,2020,Quantifying Point-Prediction Uncertainty in Neural Networks via Residual Estimation with an I/O Kernel,41,4,1,2,5,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_417_paper.json,2,0,9,4,2,0,0,1,0,0,0,4,2,0,0,0,0,0,4,28,2,3,81,19,1,16,1,3,0,9,1,2,5,2,4,2,2,2,91,246,33,0,0,19,8,6,3
0,2020,Accelerating SGD with momentum for over-parameterized learning,22,7,10,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,3,8,8.0,6.33,good,ICLR_2020_75_paper.json,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,32,5,4,81,6,19,2,10,0,3,3,0,6,1,4,2,150,334,8,1,4,24,16,15,3
0,2020,Pay Attention to Features Transfer Learn Faster CNNs,35,10,0,2,6,5,0,2,7,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_532_paper.json,1,1,2,8,1,0,1,4,2,1,0,11,2,1,1,0,0,0,1,37,3,0,16,11,2,34,0,2,2,4,0,1,0,1,0,1,0,0,35,112,35,0,0,8,17,14,6
0,2017,Tree-structured decoding with doubly-recurrent neural networks,23,10,1,2,1,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2017_99_paper.json,2,0,0,1,2,2,0,6,0,0,1,5,0,0,0,0,1,0,5,25,2,5,19,7,2,66,3,17,3,7,0,3,2,1,4,0,3,5,85,234,94,24,24,18,14,5,4
0,2020,Learning To Explore Using Active Neural SLAM,64,18,8,1,3,0,2,1,6,0,0,0,0,4,0,0,0,0,0,1,1,2,0,2,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_415_paper.json,1,1,2,5,2,0,5,13,2,0,0,7,2,0,0,0,0,0,4,44,2,3,19,23,6,37,0,29,3,13,0,1,2,2,1,1,0,3,86,231,215,0,1,37,82,103,44
0,2019,Contingency-Aware Exploration in Reinforcement Learning,43,19,7,5,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_270_paper.json,0,0,7,6,2,2,2,7,0,2,0,6,1,0,0,0,1,2,2,40,1,4,28,4,1,47,1,10,1,20,2,0,3,0,1,0,2,1,39,165,63,1,15,21,20,7,2
0,2020,SUMO: Unbiased Estimation of Log Marginal Probability for Latent Variable Models,67,19,3,7,10,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,6.0,7.33,good,ICLR_2020_628_paper.json,2,0,8,3,1,3,1,4,0,1,0,4,1,0,0,0,3,0,10,41,4,1,36,10,2,52,2,14,4,10,3,1,0,1,1,1,2,1,43,188,22,0,0,10,9,4,0
0,2018,Adaptive Quantization of Neural Networks,19,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2018_303_paper.json,0,0,2,0,5,1,0,3,0,1,0,1,1,0,1,0,1,1,2,19,1,0,33,4,0,52,1,12,3,8,2,1,1,0,3,0,4,0,50,175,37,5,13,3,12,7,1
0,2019,Bounce and Learn: Modeling Scene Dynamics with Real-World Bounces,54,14,1,2,5,1,0,4,11,0,0,0,6,2,0,0,0,0,0,0,4,0,0,1,Accept (Poster),Accepted,8,6,7.0,7.0,good,ICLR_2019_75_paper.json,0,0,1,1,3,5,2,3,1,0,2,3,0,0,0,0,2,0,4,27,3,2,25,10,4,88,5,31,3,24,3,0,3,1,2,0,3,2,53,262,18,0,6,4,4,4,1
0,2018,Learning to cluster in order to transfer across domains and tasks,45,15,2,1,4,8,2,1,7,0,0,0,0,0,0,1,1,0,0,3,0,0,0,2,Accept (Poster),Accepted,7,5,9.0,7.0,good,ICLR_2018_193_paper.json,0,0,1,0,3,0,3,3,0,2,0,1,1,1,3,0,2,0,13,33,6,3,26,15,6,41,1,20,3,12,1,1,3,1,2,2,4,5,83,235,113,8,17,24,31,39,15
0,2018,Learning One-hidden-layer Neural Networks with Landscape Design,33,23,12,1,5,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,9,7.0,7.33,good,ICLR_2018_111_paper.json,1,1,3,0,0,4,1,2,2,0,0,5,1,0,2,0,1,0,2,25,5,5,42,5,1,196,9,22,6,7,3,0,0,2,2,0,4,3,245,557,230,53,52,52,42,25,7
0,2017,Latent Sequence Decompositions,37,20,2,5,5,4,0,0,1,0,5,0,0,0,2,0,0,0,1,3,0,0,0,0,Accept (Poster),Accepted,7,8,7.0,7.33,good,ICLR_2017_128_paper.json,0,0,2,1,0,3,1,5,0,1,0,3,3,0,0,0,0,0,2,21,2,0,11,9,1,24,0,7,2,6,0,0,0,0,0,0,0,2,39,103,62,19,12,11,5,0,1
0,2020,Watch Try Learn: Meta-Learning from Demonstrations and Rewards,38,16,7,4,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,3,8.0,5.67,good,ICLR_2020_69_paper.json,0,0,5,2,2,4,1,6,0,2,0,3,0,0,0,0,0,1,0,26,3,1,21,30,0,39,0,18,2,8,3,0,1,0,0,0,3,4,33,166,31,0,1,12,7,12,4
0,2019,Value Propagation Networks,33,15,19,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,6,7,7.0,6.67,good,ICLR_2019_310_paper.json,0,0,3,7,2,1,1,3,1,0,0,5,1,0,1,0,0,2,1,28,7,0,23,6,1,22,2,9,3,9,0,0,0,0,0,0,1,3,51,137,23,2,4,7,6,4,2
0,2020,Multilingual Alignment of Contextual Word Representations,39,22,1,2,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_338_paper.json,0,0,5,1,4,3,3,6,0,3,0,5,3,0,2,0,0,1,3,39,0,1,27,4,1,27,4,8,2,10,2,2,1,1,1,0,2,2,22,117,116,0,1,43,41,36,9
0,2019,Learning Latent Superstructures in Variational Autoencoders for Deep Multidimensional Clustering,39,9,2,5,2,7,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,Accept (Poster),Accepted,7,7,8.0,7.33,good,ICLR_2019_320_paper.json,2,0,5,1,3,3,2,5,0,0,0,5,2,0,0,0,0,0,2,30,4,2,11,11,1,40,0,5,2,5,1,1,2,0,7,0,2,3,53,150,36,2,4,10,12,9,2
0,2020,LambdaNet: Probabilistic Type Inference using Graph Neural Networks,24,5,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2020_294_paper.json,0,0,2,0,1,2,0,6,0,0,0,7,0,1,0,0,5,1,1,26,2,0,13,4,1,53,3,22,1,8,2,1,1,2,1,2,4,6,23,149,67,0,0,17,32,18,10
0,2019,Adversarial Attacks on Graph Neural Networks via Meta Learning,31,15,5,5,0,3,3,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_133_paper.json,2,0,3,0,2,2,2,7,0,0,0,4,0,0,0,0,0,3,1,26,4,0,26,5,2,61,2,7,6,14,0,1,3,2,0,2,2,1,42,180,263,3,16,75,79,106,26
0,2020,Cross-Domain Few-Shot Classification via Learned Feature-Wise Transformation,72,37,3,11,9,7,1,6,16,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Accept (Spotlight),Accepted,6,6,6.0,6.0,good,ICLR_2020_553_paper.json,0,0,0,5,8,2,1,8,1,0,0,10,1,0,1,0,0,1,2,40,2,2,19,11,3,58,0,21,1,11,2,2,3,2,1,0,4,4,21,167,210,0,4,46,81,86,32
0,2020,Reinforced active learning for image segmentation,58,12,4,1,5,4,2,2,6,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,,6.0,good,ICLR_2020_175_paper.json,1,0,4,3,0,1,3,2,0,0,0,10,1,0,0,0,3,2,6,36,3,1,11,7,2,49,3,27,5,20,1,0,0,0,1,1,3,3,55,192,46,0,0,11,14,24,9
1,2020,SAdam: A Variant of Adam for Strongly Convex Functions,31,11,4,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,6,3.0,5.67,good,ICLR_2020_147_paper.json,2,1,3,3,2,1,3,0,0,1,2,7,0,0,3,0,2,0,3,33,1,0,14,3,2,44,3,8,3,5,0,1,1,0,3,0,2,1,69,160,30,0,3,11,11,8,3
0,2017,On Detecting Adversarial Perturbations,20,18,2,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,5.0,6.33,good,ICLR_2017_159_paper.json,0,0,5,3,2,3,3,4,0,0,0,7,1,0,5,0,1,0,3,37,0,0,37,4,0,29,0,5,3,6,3,2,0,0,4,1,0,1,33,128,764,119,161,181,151,95,34
0,2020,Deep Learning For Symbolic Mathematics,31,5,4,3,5,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Spotlight),Accepted,8,6,8.0,7.33,good,ICLR_2020_629_paper.json,0,0,4,2,2,2,0,5,0,1,0,6,0,0,0,0,0,1,8,31,2,4,37,15,1,76,3,14,3,16,0,1,3,4,2,1,2,1,74,259,219,0,7,66,84,71,32
0,2020,Chameleon: Adaptive Code Optimization for Expedited Deep Neural Network Compilation,52,20,8,2,7,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_223_paper.json,2,0,3,1,7,0,0,3,1,2,0,9,0,0,0,0,0,0,4,32,1,3,25,15,3,34,1,4,2,4,0,0,2,2,2,1,2,2,18,121,48,1,0,9,16,22,4
1,2018,Improving GAN Training via Binarized Representation Entropy (BRE) Regularization,30,14,15,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,6,7,4.0,5.67,good,ICLR_2018_171_paper.json,0,0,3,1,2,1,0,5,1,1,0,3,2,1,2,0,1,0,0,23,3,2,29,8,0,32,1,6,2,6,5,1,4,3,2,0,1,2,51,158,19,4,5,7,1,1,0
0,2020,Understanding Architectures Learnt by Cell-based Neural Architecture Search,29,14,1,6,3,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,6,3.0,5.67,good,ICLR_2020_36_paper.json,0,0,1,1,4,4,1,5,0,0,0,2,2,0,3,0,0,0,4,27,0,3,38,8,3,56,5,12,2,4,1,0,0,1,1,0,3,0,62,199,61,0,2,15,30,17,7
0,2019,Spherical CNNs on Unstructured Grids,42,23,7,3,7,1,0,1,8,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_96_paper.json,0,2,2,0,1,1,4,10,0,2,0,9,0,1,0,0,0,1,1,34,4,3,8,3,1,48,1,24,2,10,0,0,1,0,1,0,2,1,32,141,118,3,20,34,31,29,14
0,2019,Learning Actionable Representations with Goal Conditioned Policies,38,18,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,5.0,5.67,good,ICLR_2019_248_paper.json,0,0,5,3,3,1,0,5,0,0,0,1,0,0,0,0,0,2,1,21,6,8,37,26,0,69,6,21,0,9,1,0,1,3,0,0,2,3,63,255,79,0,18,17,30,14,6
1,2020,Is a Good Representation Sufficient for Sample Efficient Reinforcement Learning?,45,13,9,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,8.0,7.33,good,ICLR_2020_581_paper.json,0,2,5,2,2,3,3,0,1,1,0,5,0,0,6,0,0,0,5,35,6,1,30,15,2,122,2,4,1,12,0,1,0,0,1,0,1,1,100,299,134,0,10,40,51,35,19
1,2019,Adversarial Audio Synthesis,43,22,0,7,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,6.0,5.67,good,ICLR_2019_111_paper.json,1,1,7,2,1,4,2,6,1,0,0,4,1,1,3,0,2,0,4,40,1,1,31,9,3,30,1,20,4,9,2,0,1,2,1,0,4,5,19,143,391,3,52,120,132,94,34
0,2019,Recurrent Experience Replay in Distributed Reinforcement Learning,26,10,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,8,7.0,7.33,good,ICLR_2019_409_paper.json,2,0,4,2,4,3,3,0,1,1,0,4,2,1,1,0,2,2,1,33,3,3,21,5,1,30,1,13,3,8,1,1,3,1,4,1,3,2,13,117,310,3,53,89,97,76,45
0,2019,Solving the Rubik's Cube with Approximate Policy Iteration,35,6,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_254_paper.json,3,0,5,2,4,0,0,2,0,0,0,1,4,0,2,0,1,0,3,27,3,0,32,18,2,18,0,11,0,4,1,1,3,1,2,0,1,3,43,143,22,0,3,2,11,7,1
0,2019,Whitening and Coloring Batch Transform for GANs,51,28,0,5,6,4,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_302_paper.json,0,0,5,6,1,3,6,17,3,2,0,11,0,0,3,0,4,6,12,79,0,0,17,18,3,42,2,35,5,17,0,0,6,0,3,2,8,4,66,228,35,0,5,10,11,9,3
0,2020,Demystifying Inter-Class Disentanglement,28,14,3,3,4,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_451_paper.json,0,0,2,1,1,0,2,1,0,2,0,1,0,0,1,0,1,0,2,14,0,4,29,11,2,58,2,17,3,16,0,2,1,1,4,2,1,4,41,198,39,0,1,16,12,11,2
0,2020,A Theoretical Analysis of the Number of Shots in Few-Shot Learning,32,12,1,5,3,4,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_166_paper.json,2,0,5,1,0,3,1,3,1,0,0,4,0,0,0,0,2,0,4,26,2,0,22,18,1,44,3,14,5,6,0,1,1,0,2,0,7,3,51,180,40,0,0,13,12,16,3
0,2019,Temporal Difference Variational Auto-Encoder,40,15,19,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Oral),Accepted,8,9,7.0,8.0,good,ICLR_2019_14_paper.json,0,0,1,1,1,1,0,3,0,0,1,3,0,0,0,0,1,0,2,14,2,1,14,8,3,69,3,14,4,7,12,1,0,2,0,1,1,1,76,219,2,1,19,32,29,18,3
0,2020,Reformer: The Efficient Transformer,23,14,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,8,6,8.0,7.33,good,ICLR_2020_673_paper.json,1,0,2,1,2,0,1,3,0,0,0,4,0,0,2,0,0,0,3,19,1,0,35,6,3,39,2,10,3,4,1,2,1,0,0,0,3,2,49,161,992,0,0,92,304,398,206
0,2019,LayoutGAN: Generating Graphic Layouts with Wireframe Discriminators,38,12,6,2,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,Accept (Poster),Accepted,7,7,6.0,6.67,good,ICLR_2019_202_paper.json,0,0,5,0,2,0,0,6,0,0,0,4,0,0,1,0,1,0,6,25,2,1,16,12,0,30,0,3,0,4,0,1,1,1,1,1,1,1,51,126,110,0,13,25,49,29,20
0,2019,Adaptive Posterior Learning: few-shot learning with a surprise-based memory module,26,14,5,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2019_114_paper.json,1,0,2,1,1,4,2,3,0,0,0,3,1,1,1,0,1,0,5,26,1,4,20,20,0,43,1,9,0,12,2,2,0,0,0,1,0,1,56,172,54,0,6,15,14,22,6
0,2020,Unbiased Contrastive Divergence Algorithm for Training Energy-Based Latent Variable Models,39,7,2,1,5,3,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,Accept (Spotlight),Accepted,6,8,8.0,7.33,good,ICLR_2020_631_paper.json,1,0,5,2,2,5,3,2,2,0,0,6,0,0,6,0,0,0,7,41,3,3,37,7,4,43,3,3,2,7,0,1,0,1,1,0,1,1,68,185,15,0,0,7,5,3,4
0,2020,Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,32,7,2,1,2,1,0,0,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6.0,5.0,good,ICLR_2020_252_paper.json,0,0,1,1,0,0,2,8,1,0,0,7,1,0,0,0,0,0,1,22,1,0,19,7,0,34,0,17,4,5,0,0,0,0,3,1,0,3,36,130,9,0,0,1,1,8,4
0,2019,M^3RL: Mind-aware Multi-agent Management Reinforcement Learning,43,18,6,2,6,7,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_107_paper.json,0,0,2,0,2,2,2,2,0,0,1,1,0,0,0,0,2,1,1,16,4,1,24,9,1,63,1,14,3,10,1,0,1,0,2,2,2,4,60,202,29,1,4,8,4,10,4
0,2018,Learning Wasserstein Embeddings,43,16,1,0,6,3,0,0,3,0,0,0,0,0,0,0,1,0,0,4,5,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_238_paper.json,1,0,8,4,2,1,0,5,0,2,0,3,0,1,1,0,0,0,5,33,5,1,24,4,0,25,0,10,1,12,1,2,0,0,6,1,0,0,39,131,43,9,11,12,5,6,5
0,2018,Emergent Communication in a Multi-Modal Multi-Step Referential Game,33,17,14,1,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_75_paper.json,1,0,1,3,0,3,0,4,1,0,0,3,0,0,0,0,1,1,5,23,6,0,25,13,1,51,3,10,1,5,5,0,0,3,0,0,3,2,67,195,75,4,19,18,19,9,4
0,2019,GamePad: A Learning Environment for Theorem Proving,24,11,6,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,4,7,7.0,6.0,good,ICLR_2019_414_paper.json,0,0,3,1,1,2,0,2,1,0,0,6,2,0,1,0,0,0,1,20,5,1,24,17,1,67,1,27,4,3,8,4,0,0,1,0,3,3,39,208,75,7,23,18,18,11,2
0,2019,Two-Timescale Networks for Nonlinear Value Function Approximation,48,10,2,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,3,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_436_paper.json,0,0,11,3,1,3,3,11,0,0,0,3,2,0,1,0,2,0,9,49,4,0,52,22,1,56,5,13,6,10,0,2,1,1,0,1,5,4,138,321,31,2,10,6,5,7,2
0,2019,Generalizable Adversarial Training via Spectral Normalization,45,22,21,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Accept (Poster),Accepted,6,6,5.0,5.67,good,ICLR_2019_266_paper.json,1,0,5,5,1,1,3,9,1,1,1,7,3,0,2,0,2,0,3,45,3,5,12,6,1,59,3,14,6,7,0,0,4,0,1,1,8,1,44,175,90,1,14,26,33,19,7
0,2018,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck,28,13,6,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,5,6,6.0,5.67,good,ICLR_2018_275_paper.json,1,0,1,0,3,0,1,5,0,0,0,8,1,0,0,0,0,0,4,24,1,1,20,8,0,42,1,15,2,2,0,1,2,2,2,0,1,0,63,163,25,5,6,7,4,3,0
0,2018,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples,29,14,0,5,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2018_63_paper.json,2,0,4,5,2,0,1,5,0,0,0,2,0,0,0,0,1,0,4,26,6,0,40,18,0,30,1,14,3,8,2,1,1,2,1,1,3,0,40,171,128,18,20,35,32,21,11
0,2018,Modular Continual Learning in a Unified Visual Environment,33,10,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2018_132_paper.json,2,0,5,5,2,1,1,5,0,1,0,2,0,0,1,0,1,2,1,29,9,2,25,41,1,59,4,11,5,10,2,0,1,0,7,1,0,6,98,282,0,0,0,0,0,0,0
0,2017,Capacity and Trainability in Recurrent Neural Networks,39,15,9,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,Accept (Poster),Accepted,8,7,8.0,7.67,good,ICLR_2017_75_paper.json,0,0,8,0,2,0,4,3,0,0,0,7,0,0,1,0,2,0,4,31,1,0,45,9,0,46,1,11,2,16,2,0,2,1,4,0,2,1,58,201,178,36,36,44,24,21,4
0,2019,Learning Protein Structure with a Differentiable Simulator,50,20,4,3,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Accept (Oral),Accepted,6,7,6.0,6.33,good,ICLR_2019_7_paper.json,1,0,5,3,2,6,1,7,0,0,1,2,0,0,1,0,3,1,5,38,14,0,33,8,3,62,2,7,4,4,1,0,0,0,0,0,0,1,70,209,116,3,13,43,36,28,3
0,2020,Incorporating BERT into Neural Machine Translation,42,20,9,2,6,3,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_439_paper.json,0,0,3,5,2,2,10,12,1,4,0,9,0,0,0,0,1,0,10,59,4,3,14,10,3,35,1,44,2,14,3,1,4,5,5,2,3,5,55,213,226,1,8,50,98,77,23
0,2019,Probabilistic Recursive Reasoning for Multi-Agent Reinforcement Learning,76,16,9,0,6,6,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,2,Accept (Poster),Accepted,7,8,7.0,7.33,good,ICLR_2019_457_paper.json,1,0,8,4,4,2,3,3,1,0,0,3,0,0,2,0,1,0,7,39,9,0,22,12,1,29,3,11,0,3,2,1,1,2,1,0,0,5,50,152,93,2,18,23,26,23,11
