clarity,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2020,Latent Normalizing Flows for Many-to-Many Cross-Domain Mappings,50,23,0,7,5,3,2,1,4,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,8,6.0,7.33,good,ICLR_2020_482_paper.json,1,0,6,0,3,5,2,9,0,0,0,10,1,0,1,0,1,0,9,48,3,0,14,10,2,46,3,8,1,21,0,2,1,1,1,0,1,1,44,159,22,0.0,0.0,6.0,4.0,14.0,2.0
0,2020,Linear Symmetric Quantization of Neural Networks for Low-precision Integer Hardware,35,10,4,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,3.0,5.0,good,ICLR_2020_28_paper.json,1,0,3,1,0,0,1,6,0,0,0,7,1,0,0,0,0,0,8,28,3,0,20,8,5,27,2,23,1,8,1,1,2,0,1,0,1,2,38,143,34,0.0,1.0,3.0,10.0,22.0,5.0
1,2020,Automated curriculum generation through setter-solver interactions,33,14,10,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_83_paper.json,0,1,7,2,2,1,0,2,1,0,0,3,0,1,1,0,4,1,3,29,4,0,47,12,0,37,0,11,3,17,1,1,0,3,1,3,4,1,70,215,22,0.0,0.0,3.0,10.0,12.0,1.0
1,2019,Improving Differentiable Neural Computers Through Memory Masking De-allocation and Link Distribution Sharpness Control,18,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Accept (Poster),Accepted,7,8,7.0,7.33,good,ICLR_2019_241_paper.json,1,0,2,1,1,1,0,3,0,0,1,0,2,0,1,0,1,1,1,16,1,0,20,8,0,23,0,7,2,3,1,0,1,3,4,0,0,3,81,157,24,0.0,2.0,10.0,11.0,2.0,2.0
1,2019,Solving the Rubik's Cube with Approximate Policy Iteration,35,6,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_254_paper.json,3,0,5,2,4,0,0,2,0,0,0,1,4,0,2,0,1,0,3,27,3,0,32,18,2,18,0,11,0,4,1,1,3,1,2,0,1,3,43,143,22,0.0,3.0,2.0,11.0,7.0,1.0
1,2020,Estimating Gradients for Discrete Random Variables by Sampling without Replacement,58,18,3,12,8,9,2,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_540_paper.json,2,2,3,6,2,8,4,16,6,0,1,6,0,0,0,0,3,2,8,69,6,0,21,5,1,66,3,15,0,8,0,0,0,0,0,0,7,2,55,189,40,0.0,1.0,17.0,10.0,14.0,1.0
1,2020,Watch the Unobserved: A Simple Approach to Parallelizing Monte Carlo Tree Search,37,4,7,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,1,Accept (Talk),Accepted,6,8,8.0,7.33,good,ICLR_2020_671_paper.json,2,2,8,4,1,1,0,5,0,0,0,5,1,0,1,0,0,1,6,37,6,2,32,35,3,40,1,14,1,10,0,0,4,1,1,1,0,0,91,242,17,0.0,0.0,6.0,5.0,7.0,3.0
1,2017,Frustratingly Short Attention Spans in Neural Language Modeling,35,25,12,5,3,2,0,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2017_118_paper.json,0,0,3,3,1,0,2,3,0,1,0,5,1,0,0,0,1,0,4,24,1,0,6,3,1,17,2,5,2,9,2,0,0,2,2,0,0,4,18,74,91,27.0,17.0,13.0,8.0,10.0,2.0
0,2018,Unsupervised Learning of Goal Spaces for Intrinsically Motivated Goal Exploration,53,16,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2018_32_paper.json,8,0,4,7,2,1,0,3,0,1,0,5,1,0,0,0,1,0,8,41,4,3,29,21,3,56,2,13,1,6,2,4,0,5,1,2,1,1,85,239,85,15.0,20.0,22.0,17.0,9.0,2.0
0,2020,Structured Object-Aware Physics Prediction for Video Modeling and Planning,51,24,6,11,13,5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_438_paper.json,0,1,4,3,5,1,4,3,0,1,0,6,0,0,0,0,1,0,0,29,1,1,21,18,3,36,6,21,10,16,2,0,3,0,6,0,0,1,76,221,47,0.0,0.0,14.0,16.0,18.0,3.0
0,2019,Augmented Cyclic Adversarial Learning for Low Resource Domain Adaptation,42,25,6,2,8,1,0,4,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,8.0,6.33,good,ICLR_2019_26_paper.json,0,0,0,3,2,0,0,3,0,0,0,12,0,0,1,1,2,0,7,31,2,0,27,12,1,21,0,16,8,8,0,0,1,0,4,0,2,4,35,141,41,3.0,12.0,16.0,7.0,4.0,3.0
0,2019,On the Relation Between the Sharpest Directions of DNN Loss and the SGD Step Length,27,17,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2019_350_paper.json,0,0,5,0,1,3,1,1,0,0,1,2,1,0,3,0,3,2,1,24,1,4,18,1,0,62,2,12,2,8,4,1,0,0,6,0,7,1,42,171,73,3.0,14.0,24.0,12.0,21.0,11.0
1,2018,Multi-level Residual Networks from Dynamical Systems View,29,23,8,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_151_paper.json,5,0,4,1,2,0,0,4,0,0,0,6,0,0,1,0,0,0,3,26,1,0,8,3,1,25,5,10,1,4,1,2,2,0,2,0,2,0,59,126,129,25.0,27.0,33.0,29.0,13.0,9.0
0,2020,Prediction Poisoning: Towards Defenses Against DNN Model Stealing Attacks,29,12,4,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,6.0,5.67,good,ICLR_2020_506_paper.json,0,0,1,1,3,3,2,2,0,1,0,1,1,0,0,0,0,1,5,21,5,3,17,10,1,75,4,15,1,20,0,1,1,1,1,0,3,1,27,186,72,0.0,3.0,12.0,24.0,37.0,9.0
0,2020,Automated Relational Meta-learning,36,25,3,8,8,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3.0,6.33,good,ICLR_2020_26_paper.json,0,0,1,1,5,1,1,5,1,0,0,2,0,0,1,0,2,0,4,24,3,5,29,25,2,60,2,14,2,9,2,1,3,1,3,0,1,4,51,217,52,0.0,0.0,23.0,20.0,13.0,4.0
0,2017,Online Bayesian Transfer Learning for Sequential Data Modeling,33,7,1,0,2,2,1,0,1,0,0,0,0,0,1,1,2,0,2,2,0,0,0,1,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2017_127_paper.json,1,0,1,0,1,2,1,4,0,1,0,4,0,0,0,0,0,1,1,17,6,4,24,20,4,47,4,20,2,6,1,0,1,1,4,1,0,1,89,235,16,2.0,4.0,4.0,3.0,3.0,0.0
1,2020,Span Recovery for Deep Neural Networks with Applications to Input Obfuscation,29,6,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,3,6,8.0,5.67,good,ICLR_2020_242_paper.json,1,0,3,1,0,5,0,1,0,0,1,4,0,1,3,0,0,0,3,23,5,1,16,5,2,99,5,10,0,10,0,0,0,3,2,0,1,1,159,319,4,0.0,0.0,0.0,2.0,2.0,0.0
0,2020,Adversarial AutoAugment,31,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_375_paper.json,0,0,1,6,2,2,0,2,1,2,0,6,2,0,0,1,3,0,3,31,3,1,15,14,0,27,0,9,2,17,0,0,2,0,0,0,0,2,26,118,0,0.0,0.0,0.0,0.0,0.0,0.0
1,2018,Deep Learning with Logged Bandit Feedback,21,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,7,8,6.0,7.0,good,ICLR_2018_29_paper.json,0,0,9,0,1,3,1,2,2,2,1,0,0,0,0,0,0,2,1,24,3,1,22,6,0,50,1,7,2,8,1,2,2,0,2,0,1,4,37,149,107,12.0,22.0,28.0,23.0,22.0,10.0
0,2019,A Max-Affine Spline Perspective of Recurrent Neural Networks,44,14,7,5,2,8,1,0,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_53_paper.json,1,2,3,0,2,2,1,4,4,0,0,1,0,0,3,0,2,0,5,30,5,7,14,5,0,63,4,17,1,12,3,1,3,0,2,0,2,2,60,201,12,1.0,1.0,3.0,2.0,5.0,0.0
1,2020,Cyclical Stochastic Gradient MCMC for Bayesian Deep Learning,61,9,13,1,7,6,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,Accept (Talk),Accepted,8,8,6.0,7.33,good,ICLR_2020_653_paper.json,0,1,10,3,0,6,7,4,1,1,0,2,3,0,0,0,4,0,9,51,5,1,36,6,1,80,3,19,2,22,2,1,2,1,0,0,3,3,87,274,154,0.0,14.0,29.0,59.0,57.0,16.0
1,2018,Monotonic Chunkwise Attention,33,15,13,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,8.0,7.0,good,ICLR_2018_205_paper.json,1,1,3,1,2,1,2,7,0,0,1,7,3,0,1,1,2,1,5,39,1,1,26,14,1,46,2,9,2,7,3,0,1,3,0,1,5,3,48,173,194,9.0,30.0,72.0,45.0,41.0,14.0
1,2020,AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty,46,21,7,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3.0,6.33,good,ICLR_2020_473_paper.json,1,1,6,3,0,1,3,2,0,0,0,5,1,0,5,0,1,0,1,30,5,2,15,3,0,24,0,8,2,5,0,0,5,1,2,0,1,3,20,96,580,1.0,4.0,122.0,211.0,271.0,118.0
0,2020,Learning to link with wikipedia,23,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_204_paper.json,1,0,0,0,1,7,3,6,1,0,0,5,0,0,4,0,0,0,4,32,2,2,9,22,0,133,3,23,2,18,3,1,3,0,4,0,0,4,178,407,20,69.0,48.0,65.0,42.0,38.0,15.0
1,2020,Reinforcement Learning with Competitive  Ensembles of Information-Constrained Primitives,43,7,12,2,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_62_paper.json,0,0,5,0,3,1,3,5,2,0,0,2,0,0,0,0,4,0,2,27,5,1,24,27,0,58,10,18,2,9,0,1,0,0,1,0,3,3,102,264,32,0.0,2.0,10.0,9.0,14.0,6.0
0,2017,Learning Recurrent Representations for Hierarchical Behavior Modeling,29,8,2,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,4,1,Accept (Poster),Accepted,7,6,7.0,6.67,good,ICLR_2017_177_paper.json,0,0,6,1,3,1,0,4,0,1,0,2,0,0,0,0,0,0,1,19,3,2,10,6,1,36,1,15,2,7,3,0,1,0,0,0,2,1,43,133,39,7.0,8.0,6.0,11.0,6.0,3.0
0,2019,DeepOBS: A Deep Learning Optimizer Benchmark Suite,54,20,10,6,6,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Accept (Poster),Accepted,6,7,6.0,6.33,good,ICLR_2019_427_paper.json,2,0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,13,1,1,42,9,3,23,1,9,2,2,7,0,0,0,1,1,0,1,30,133,47,0.0,12.0,10.0,14.0,12.0,3.0
0,2019,Diversity is All You Need: Learning Skills without a Reward Function,50,21,16,1,10,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,Accept (Poster),Accepted,8,7,7.0,7.33,good,ICLR_2019_325_paper.json,1,0,2,0,1,4,2,5,0,2,0,3,0,1,1,0,1,0,5,28,2,1,36,9,2,94,5,28,3,15,0,1,4,2,1,0,1,5,48,257,655,41.0,100.0,144.0,168.0,224.0,77.0
0,2018,Depthwise Separable Convolutions for Neural Machine Translation,22,10,7,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,5,7,7.0,6.33,good,ICLR_2018_164_paper.json,2,0,8,0,0,0,4,5,0,3,0,1,3,0,1,0,0,0,4,31,2,2,14,4,0,18,1,9,0,5,2,0,0,0,1,0,0,1,25,84,223,24.0,61.0,51.0,45.0,41.0,14.0
1,2019,Understanding and Improving Interpolation in Autoencoders via an Adversarial Regularizer,47,16,16,4,11,5,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,8,9.0,8.0,good,ICLR_2019_289_paper.json,1,0,4,3,0,5,0,5,2,0,0,4,0,0,0,0,1,1,3,29,3,1,29,18,1,60,3,10,0,18,2,0,4,1,3,0,1,1,35,190,198,7.0,31.0,68.0,59.0,39.0,10.0
0,2019,Visual Reasoning by Progressive Module Networks,36,20,6,3,3,1,0,1,4,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2019_34_paper.json,3,1,5,7,1,0,1,5,0,1,0,4,1,0,0,0,1,0,9,39,6,4,31,55,1,58,2,18,1,8,5,1,0,2,0,0,2,5,127,326,9,1.0,0.0,4.0,3.0,1.0,1.0
1,2019,Enabling Factorized Piano Music Modeling and Generation with the MAESTRO Dataset,19,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Accept (Oral),Accepted,8,8,8.0,8.0,good,ICLR_2019_17_paper.json,0,2,2,0,0,1,0,2,1,0,0,1,2,1,0,0,2,0,1,15,1,2,18,3,3,15,3,12,5,7,4,0,0,1,1,0,1,0,24,100,228,6.0,29.0,64.0,62.0,71.0,32.0
1,2019,Stochastic Prediction of Multi-Agent Interactions from Partial Observations,48,30,0,8,11,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_413_paper.json,0,1,1,1,2,3,2,4,1,0,2,4,0,0,0,0,2,0,3,26,3,1,9,2,1,36,5,10,2,6,15,0,0,0,4,0,2,4,38,138,61,0.0,11.0,28.0,11.0,13.0,5.0
1,2018,MGAN: Training Generative Adversarial Nets with Multiple Generators,27,15,14,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,5,7,6.0,6.0,good,ICLR_2018_66_paper.json,0,1,4,2,1,1,2,9,0,1,0,7,0,0,2,0,2,0,6,38,2,4,27,18,3,42,2,9,2,13,0,1,3,3,3,2,4,5,58,201,160,16.0,31.0,56.0,34.0,27.0,13.0
1,2020,RaCT: Toward Amortized Ranking-Critical Training For Collaborative Filtering ,68,14,10,2,6,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,Accept (Poster),Accepted,8,6,6.0,6.67,good,ICLR_2020_221_paper.json,4,1,8,4,7,2,4,3,1,3,0,3,2,0,2,1,6,0,12,63,3,3,42,16,1,44,4,16,5,10,3,1,4,1,2,2,2,1,62,222,13,0.0,0.0,1.0,8.0,4.0,1.0
1,2019,Deterministic Variational Inference for Robust Bayesian Neural Networks,40,14,10,1,7,7,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Accept (Oral),Accepted,7,7,7.0,7.0,good,ICLR_2019_2_paper.json,0,0,5,2,4,0,0,4,0,1,0,7,2,0,3,0,1,0,3,32,1,1,19,6,2,82,5,18,3,21,1,0,1,1,2,0,5,1,43,212,115,3.0,26.0,36.0,28.0,23.0,11.0
1,2020,FSPool: Learning Set Representations with Featurewise Sort Pooling,36,20,0,8,6,4,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,8,8.0,7.33,good,ICLR_2020_52_paper.json,1,0,6,2,0,1,0,9,0,1,0,6,1,1,0,0,2,1,8,39,1,1,26,9,1,53,0,20,6,23,1,1,3,3,1,3,4,5,87,248,49,0.0,2.0,13.0,26.0,11.0,4.0
0,2018,Boosting the Actor with Dual Critic,52,14,5,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,5.0,6.0,good,ICLR_2018_304_paper.json,0,0,8,8,2,4,2,5,4,1,0,2,1,0,0,0,2,0,4,43,4,5,19,17,0,58,0,9,4,6,0,0,2,3,1,0,4,2,55,189,40,7.0,12.0,5.0,5.0,9.0,1.0
0,2020,Short and Sparse Deconvolution --- A Geometric Approach,45,6,5,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,1,Accept (Poster),Accepted,6,3,,4.5,good,ICLR_2020_200_paper.json,1,0,4,5,2,2,0,3,3,1,0,0,0,0,1,0,0,0,5,27,3,1,28,6,0,27,3,11,5,4,1,0,1,0,1,0,1,0,47,139,25,0.0,4.0,8.0,7.0,5.0,0.0
0,2018,Viterbi-based Pruning for Sparse Matrix with Fixed and High Index Compression Ratio,30,11,3,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,7.0,6.33,good,ICLR_2018_72_paper.json,0,0,8,2,1,1,0,2,0,0,0,12,2,0,2,0,2,1,4,37,2,0,27,14,3,14,0,5,1,4,0,3,4,0,5,0,2,4,70,158,15,6.0,5.0,2.0,2.0,0.0,0.0
1,2020,White Noise Analysis of Neural Networks,49,5,8,1,4,0,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Accept (Spotlight),Accepted,3,8,6.0,5.67,good,ICLR_2020_545_paper.json,2,0,4,2,3,1,3,6,0,0,1,6,0,0,0,0,2,0,3,33,2,0,29,2,0,36,1,7,3,8,3,2,1,1,6,1,8,3,47,160,7,0.0,0.0,4.0,2.0,1.0,0.0
0,2019,Feed-forward Propagation in Probabilistic Neural Networks with Categorical and Max Layers,32,7,0,1,5,4,1,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2019_339_paper.json,1,0,3,5,2,4,0,7,0,1,0,3,1,0,2,0,1,1,3,34,5,2,27,14,0,66,1,17,1,7,1,0,0,1,4,0,2,2,103,253,12,0.0,3.0,1.0,5.0,3.0,1.0
1,2017,Density estimation using Real NVP,69,37,29,0,10,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,1,Accept (Poster),Accepted,8,8,7.0,7.67,good,ICLR_2017_131_paper.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,23,10,5,26,3,20,1,6,1,0,0,0,1,0,3,4,27,136,2159,0.0,0.0,0.0,286.0,472.0,242.0
0,2017,Predicting Medications from Diagnostic Codes with Recurrent Neural Networks,32,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Accept (Poster),Accepted,6,8,7.0,7.0,good,ICLR_2017_179_paper.json,0,0,9,3,2,2,0,1,0,0,0,0,1,0,1,0,0,1,2,22,3,2,24,7,1,28,0,6,0,4,3,1,1,0,1,1,4,4,47,137,38,12.0,7.0,9.0,8.0,8.0,3.0
1,2020,Learning to solve the credit assignment problem,61,16,12,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_232_paper.json,0,0,13,2,3,2,0,2,1,1,0,0,0,0,1,0,3,1,8,37,0,3,31,6,1,33,0,9,1,13,3,0,0,1,1,0,0,3,60,165,34,0.0,2.0,10.0,11.0,10.0,3.0
1,2017,Unrolled Generative Adversarial Networks,51,34,28,1,3,5,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,Accept (Poster),Accepted,7,7,9.0,7.67,good,ICLR_2017_116_paper.json,0,1,5,2,3,1,0,3,0,0,0,6,0,0,0,0,2,2,7,32,1,4,33,7,1,50,0,14,2,5,2,1,0,2,0,0,2,2,67,193,806,145.0,153.0,187.0,145.0,84.0,38.0
0,2020,Federated Learning with Matched Averaging,28,13,9,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Talk),Accepted,8,8,6.0,7.33,good,ICLR_2020_687_paper.json,2,0,2,5,1,2,2,4,2,1,1,3,0,1,0,0,0,0,2,28,1,1,19,6,1,53,4,20,2,18,1,2,1,4,0,2,3,0,46,184,414,0.0,4.0,73.0,154.0,212.0,94.0
1,2019,Combinatorial Attacks on Binarized Neural Networks,36,17,16,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,6,7.0,6.0,good,ICLR_2019_296_paper.json,0,1,8,1,3,1,1,2,1,0,0,6,2,1,1,0,1,0,2,31,3,1,27,8,2,35,2,11,2,11,2,0,0,1,0,0,3,1,34,143,33,2.0,9.0,11.0,8.0,3.0,0.0
1,2019,On the Universal Approximability and Complexity Bounds of Quantized ReLU Neural Networks,41,21,20,0,7,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,8.0,7.0,good,ICLR_2019_314_paper.json,0,0,3,4,1,1,1,2,1,0,1,0,1,0,4,0,0,0,4,23,1,2,20,13,5,93,0,11,1,8,3,0,2,1,2,0,0,1,117,280,16,3.0,5.0,3.0,2.0,3.0,1.0
1,2018,Zero-Shot Visual Imitation,53,21,4,2,7,4,2,1,2,0,0,0,1,3,0,0,0,0,0,4,0,0,0,0,Accept (Oral),Accepted,8,8,7.0,7.67,good,ICLR_2018_21_paper.json,2,0,6,5,0,1,2,8,0,0,0,6,0,0,1,1,1,0,4,37,4,3,38,22,1,53,7,25,5,13,3,0,0,4,0,0,7,6,61,252,42,38.0,65.0,44.0,51.0,32.0,20.0
1,2018,Alternating Multi-bit Quantization for Recurrent Neural Networks,36,15,0,9,4,1,0,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,8,7,7.0,7.33,good,ICLR_2018_301_paper.json,1,0,4,2,1,2,2,8,0,1,0,6,3,2,2,0,1,0,5,40,2,1,17,6,0,46,0,15,2,13,0,0,1,1,2,0,3,3,55,167,98,23.0,27.0,23.0,16.0,9.0,1.0
0,2019,On Random Deep Weight-Tied Autoencoders: Exact Asymptotic Analysis Phase Transitions and Implications to Training,57,27,20,0,4,2,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,3,Accept (Oral),Accepted,8,9,8.0,8.33,good,ICLR_2019_10_paper.json,1,1,3,0,4,4,0,2,0,0,1,1,1,0,6,1,0,2,9,36,2,4,38,3,2,88,5,6,0,7,2,0,2,2,1,0,5,4,223,394,24,1.0,9.0,11.0,4.0,1.0,1.0
0,2019,Deep Decoder: Concise Image Representations from Untrained Non-convolutional Networks,23,11,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,Accept (Poster),Accepted,7,8,8.0,7.67,good,ICLR_2019_495_paper.json,0,0,5,2,0,1,1,1,0,0,0,0,1,0,0,0,1,2,3,17,4,1,39,6,3,50,3,8,0,6,0,0,5,1,1,0,3,2,66,198,163,2.0,31.0,47.0,45.0,41.0,24.0
0,2020,Learning from Rules Generalizing Labeled Exemplars,37,20,3,1,6,6,1,1,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,6.0,6.67,good,ICLR_2020_616_paper.json,3,0,3,3,2,1,0,4,0,2,0,7,0,0,0,0,1,0,3,29,5,1,12,6,1,74,0,17,3,21,1,0,1,0,0,0,2,2,63,209,50,0.0,0.0,9.0,16.0,28.0,7.0
0,2020,Dynamic Time Lag Regression: Predicting What & When,28,7,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_193_paper.json,1,0,3,2,1,1,0,1,0,0,0,3,1,0,2,0,0,0,3,18,1,3,24,14,0,16,0,3,1,0,1,1,1,0,0,0,0,0,73,138,265,0.0,0.0,4.0,0.0,3.0,0.0
1,2019,A Convergence Analysis of Gradient Descent for Deep Linear Neural Networks,45,23,5,4,4,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2019_338_paper.json,0,0,4,1,1,3,1,3,1,0,0,0,0,0,4,0,1,1,11,31,6,2,37,1,1,106,0,12,0,4,5,0,0,1,1,0,3,1,215,395,196,8.0,49.0,55.0,57.0,34.0,9.0
0,2020,Learning to Learn by Zeroth-Order Oracle,25,7,6,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,8.0,6.67,good,ICLR_2020_237_paper.json,0,1,2,2,1,1,4,2,0,0,0,7,0,0,0,0,2,0,3,25,3,0,28,6,2,44,0,28,4,17,1,1,1,3,0,1,3,2,34,178,9,0.0,0.0,4.0,3.0,2.0,2.0
1,2020,Certified Defenses for Adversarial Patches,28,17,15,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,6.0,6.0,good,ICLR_2020_368_paper.json,2,0,3,1,1,3,1,6,2,1,0,4,3,0,0,0,4,1,2,34,3,1,28,11,1,45,0,10,6,10,1,0,1,3,0,3,2,3,32,160,94,0.0,1.0,26.0,47.0,26.0,12.0
0,2018,Evaluating the Robustness of Neural Networks: An Extreme Value Theory Approach,35,28,22,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7.0,7.0,good,ICLR_2018_143_paper.json,0,0,4,3,1,2,0,4,2,3,0,8,1,1,1,0,1,2,2,35,8,3,30,0,3,44,1,8,1,9,0,1,0,1,0,1,0,1,51,162,313,39.0,37.0,84.0,80.0,87.0,32.0
1,2017,Tree-structured decoding with doubly-recurrent neural networks,23,10,1,2,1,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6.0,6.33,good,ICLR_2017_99_paper.json,2,0,0,1,2,2,0,6,0,0,1,5,0,0,0,0,1,0,5,25,2,5,19,7,2,66,3,17,3,7,0,3,2,1,4,0,3,5,85,234,94,24.0,24.0,18.0,14.0,5.0,4.0
