meaningful_comparison,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
0,2020,Strategies for Pre-training Graph Neural Networks,72,26,3,6,6,7,1,0,1,0,2,2,1,0,0,1,0,4,0,1,0,0,3,2,Accept (Spotlight),Accepted,6,6,6,6,good,ICLR_2020_590_paper.json,1,0,6,6,0,5,2,16,0,4,1,1,0,0,1,0,0,2,7,52,3,5,27,11,1,59,4,23,2,14,1,2,0,2,0,1,2,1,38,196,0,1,5,85,186,283,107
0,2020,AssembleNet: Searching for Multi-Stream Neural Connectivity in Video Architectures,36,17,3,3,2,2,1,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,6,7.33,good,ICLR_2020_140_paper.json,1,0,2,1,3,0,1,3,0,0,0,1,1,0,0,0,1,2,4,20,6,0,15,11,0,46,1,17,4,6,0,1,2,1,0,0,1,0,84,195,78,0,4,24,37,15,5
0,2019,Structured Neural Summarization,46,30,12,3,3,3,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_151_paper.json,1,0,4,2,5,0,5,14,2,4,0,6,0,0,0,0,1,0,0,44,4,0,17,7,3,31,5,12,6,12,4,0,0,0,4,1,1,1,45,153,147,1,13,47,50,38,19
0,2020,VideoFlow: A Conditional Flow-Based Model for Stochastic Video Generation,55,9,19,3,12,4,1,2,2,0,0,0,2,2,0,0,0,0,1,3,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_91_paper.json,0,1,2,0,3,5,3,7,1,1,1,2,2,1,0,0,5,0,3,37,1,0,17,2,0,61,0,24,2,19,6,2,0,2,0,0,1,0,24,161,104,0,20,27,33,25,4
0,2019,Emergent Coordination Through Competition,46,19,6,1,7,4,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_79_paper.json,1,0,9,4,3,2,3,8,1,0,0,4,0,0,2,0,2,0,2,41,0,0,21,16,0,56,1,10,1,2,3,1,0,0,4,1,1,2,43,162,103,3,22,32,29,18,10
0,2017,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys,62,31,0,2,6,4,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,Accept (Poster),Accepted,7,8,9,8,good,ICLR_2017_155_paper.json,5,1,10,3,0,2,4,5,3,2,1,3,2,0,6,0,3,1,2,53,3,2,36,8,0,48,1,16,3,10,1,3,1,0,0,2,7,3,65,209,561,94,116,119,91,95,39
0,2020,Multilingual Alignment of Contextual Word Representations,39,22,1,2,1,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_338_paper.json,0,0,5,1,4,3,3,6,0,3,0,5,3,0,2,0,0,1,3,39,0,1,27,4,1,27,4,8,2,10,2,2,1,1,1,0,2,2,22,117,116,0,1,43,41,36,9
0,2019,LeMoNADe: Learned Motif and Neuronal Assembly Detection in calcium imaging videos,68,14,1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,Accept (Poster),Accepted,5,8,8,7,good,ICLR_2019_354_paper.json,0,1,6,3,5,3,2,1,1,0,1,7,0,0,1,0,2,1,7,41,4,2,27,16,4,43,0,20,2,9,3,0,3,0,3,0,0,3,96,235,7,0,3,1,2,2,0
0,2019,Spherical CNNs on Unstructured Grids,42,23,7,3,7,1,0,1,8,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_96_paper.json,0,2,2,0,1,1,4,10,0,2,0,9,0,1,0,0,0,1,1,34,4,3,8,3,1,48,1,24,2,10,0,0,1,0,1,0,2,1,32,141,118,3,20,34,31,29,14
0,2019,Learning Latent Superstructures in Variational Autoencoders for Deep Multidimensional Clustering,39,9,2,5,2,7,1,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,2,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2019_320_paper.json,2,0,5,1,3,3,2,5,0,0,0,5,2,0,0,0,0,0,2,30,4,2,11,11,1,40,0,5,2,5,1,1,2,0,7,0,2,3,53,150,36,2,4,10,12,9,2
0,2020,Thieves on Sesame Street! Model Extraction of BERT-based APIs,47,31,8,4,4,1,0,0,1,4,6,3,0,0,1,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,6,8,7.33,good,ICLR_2020_227_paper.json,1,0,6,5,1,1,0,7,0,1,0,1,2,0,1,0,2,0,6,34,0,2,32,10,2,41,0,11,0,12,3,2,6,1,1,0,2,4,37,166,98,0,2,24,41,36,12
0,2017,FractalNet: Ultra-Deep Neural Networks without Residuals,33,21,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_147_paper.json,0,0,7,1,2,1,0,3,0,0,0,1,1,0,2,0,3,0,2,23,0,0,22,3,0,24,1,9,2,6,0,0,1,0,0,0,4,0,24,96,699,109,146,158,135,81,30
0,2020,Restricting the Flow: Information Bottlenecks for Attribution,44,13,10,3,5,7,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_677_paper.json,1,0,9,8,1,1,1,6,3,0,0,6,1,0,2,0,1,0,2,42,1,1,21,3,1,51,4,21,2,4,0,0,0,4,2,1,3,3,72,194,102,0,6,26,41,30,15
0,2017,A Compositional Object-Based Approach to Learning Physical Dynamics,48,28,14,0,7,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,Accept (Poster),Accepted,9,6,7,7.33,good,ICLR_2017_70_paper.json,2,0,4,1,1,1,2,1,0,1,0,5,1,0,0,0,2,0,3,24,3,0,33,20,2,47,1,7,1,7,4,0,0,0,2,3,1,5,34,170,357,61,88,69,59,43,14
0,2019,Initialized Equilibrium Propagation for Backprop-Free Training,23,7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,5,8,6.67,good,ICLR_2019_28_paper.json,2,0,2,1,2,1,3,0,0,0,0,4,1,1,3,0,1,1,1,23,3,1,26,13,1,21,1,5,1,5,1,5,1,1,0,0,3,2,52,142,3,0,1,2,0,0,0
0,2019,Structured Adversarial Attack:  Towards General Implementation and Better Interpretability,45,22,15,3,4,2,1,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2019_95_paper.json,0,0,6,2,0,6,1,14,0,3,0,4,1,0,1,0,2,1,7,48,1,3,22,9,2,46,1,4,2,18,0,0,4,1,3,0,2,2,64,184,124,0,30,31,35,30,13
0,2017,Semi-Supervised Classification with Graph Convolutional Networks,32,11,1,3,2,5,1,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,3,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_183_paper.json,2,1,3,4,1,4,3,13,2,0,0,7,0,0,0,0,1,0,3,44,3,1,11,4,1,45,4,9,4,6,2,0,1,0,1,0,2,1,35,130,107,0,0,0,0,0,1000
0,2018,Hierarchical and Interpretable Skill Acquisition in Multi-task Reinforcement Learning,29,20,2,5,3,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_319_paper.json,0,0,3,1,1,1,0,4,1,0,0,1,0,0,0,0,1,1,1,15,0,0,9,12,0,46,5,13,3,8,3,1,0,1,1,0,1,1,43,147,102,11,15,21,26,31,7
0,2019,Generative Code Modeling with Graphs,26,12,1,4,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_82_paper.json,2,0,3,1,1,1,3,4,3,0,0,11,0,0,0,0,4,2,4,39,0,0,17,8,1,50,4,13,9,4,1,2,1,2,1,0,3,0,43,159,128,6,15,47,33,27,11
0,2020,Expected Information Maximization: Using the I-Projection for Mixture Density Estimation,28,3,3,1,4,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_478_paper.json,3,0,3,3,1,4,0,4,0,0,0,6,0,0,2,0,1,1,4,32,4,4,15,9,0,31,4,16,2,5,0,1,1,0,0,0,5,6,40,143,9,0,0,1,3,4,2
0,2020,Mutual Information Gradient Estimation for  Representation Learning,51,10,7,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_485_paper.json,1,1,9,2,7,4,0,3,1,0,0,4,1,0,0,0,0,0,5,38,3,1,14,6,2,37,1,6,3,11,0,1,1,0,0,0,0,0,38,124,19,0,0,6,10,3,2
1,2020,Phase Transitions for the Information Bottleneck in Representation Learning,29,13,11,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_470_paper.json,0,0,1,1,0,1,1,8,0,1,0,8,0,0,3,0,1,0,7,32,12,2,13,2,0,60,0,14,2,6,0,0,2,1,0,0,1,1,97,213,18,0,2,6,7,4,1
0,2019,Backpropamine: training self-modifying neural networks with differentiable neuromodulated plasticity,48,12,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,Accept (Poster),Accepted,5,4,9,6,good,ICLR_2019_408_paper.json,0,2,6,8,0,2,2,3,1,1,0,0,0,0,1,0,1,1,12,40,4,2,23,14,4,19,1,1,8,2,4,0,1,0,2,0,1,2,59,147,66,1,11,21,20,14,7
0,2020,Gradients as Features for Deep Representation Learning,44,19,3,10,9,3,1,1,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,3,8,5.67,good,ICLR_2020_531_paper.json,1,0,3,1,1,2,5,5,0,5,0,4,1,0,0,0,0,0,4,32,4,1,14,1,0,43,8,14,1,27,2,0,1,0,0,1,1,3,32,153,22,0,0,6,8,9,2
0,2020,B-Spline CNNs on Lie groups,64,29,5,3,5,4,0,4,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,8,3,6,5.67,good,ICLR_2020_418_paper.json,0,0,4,2,2,2,2,1,1,0,0,7,0,0,2,0,4,1,12,40,8,3,21,15,0,55,1,9,2,4,1,1,1,0,4,0,1,1,129,256,71,0,2,23,27,20,15
0,2018,Learn to Pay Attention,36,11,6,0,3,1,0,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,6,6,5.67,good,ICLR_2018_204_paper.json,1,0,2,2,0,2,2,9,0,2,0,9,1,0,1,0,3,1,3,38,3,1,17,15,1,41,3,12,2,12,1,0,1,2,3,0,4,5,47,170,305,24,53,96,86,60,17
0,2019,Model-Predictive Policy Learning with Uncertainty Regularization for Driving in Dense Traffic,47,13,0,0,2,5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_256_paper.json,3,0,5,3,2,0,1,3,1,0,0,5,0,1,3,0,3,0,2,32,1,1,27,13,1,41,2,15,1,7,1,1,0,1,0,2,0,1,85,200,88,0,22,25,18,24,8
1,2020,SAdam: A Variant of Adam for Strongly Convex Functions,31,11,4,4,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_147_paper.json,2,1,3,3,2,1,3,0,0,1,2,7,0,0,3,0,2,0,3,33,1,0,14,3,2,44,3,8,3,5,0,1,1,0,3,0,2,1,69,160,30,0,3,11,11,8,3
0,2019,Evaluating Robustness of Neural Networks with Mixed Integer Programming,42,29,3,5,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_242_paper.json,5,1,7,5,0,4,1,2,1,1,0,3,1,0,2,0,3,1,6,43,7,1,40,6,2,61,1,13,4,25,0,0,0,1,1,0,1,0,47,210,531,15,87,139,158,145,56
1,2020,Influence-Based Multi-Agent Exploration,60,25,12,2,15,9,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_557_paper.json,1,0,2,2,5,2,1,7,0,0,0,4,1,0,1,0,2,0,6,34,13,2,34,15,0,44,4,10,0,9,0,4,1,0,3,1,2,0,62,204,1,0,1,17,16,23,11
0,2019,A Data-Driven and Distributed Approach to Sparse Signal Representation and Recovery,39,8,2,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,Accept (Poster),Accepted,7,8,6,7,good,ICLR_2019_42_paper.json,1,0,1,0,1,2,0,4,0,3,1,3,0,0,1,0,2,0,3,22,5,1,20,9,0,37,2,9,2,6,1,0,1,2,1,3,3,3,42,147,22,2,5,13,1,2,0
0,2019,Learning Factorized Multimodal Representations,71,21,12,1,7,1,0,0,3,3,2,0,1,0,2,0,0,0,1,3,1,0,0,1,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_488_paper.json,6,1,3,4,2,0,1,11,1,3,0,7,0,0,1,0,1,2,6,49,7,5,15,6,2,54,2,22,0,11,0,1,0,1,0,0,3,0,35,164,187,11,21,40,57,66,32
0,2020,Improved memory in recurrent neural networks with sequential non-normal dynamics,24,6,1,2,3,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Accept (Poster),Accepted,6,8,3,5.67,good,ICLR_2020_245_paper.json,0,1,6,2,1,1,1,7,0,2,0,0,1,0,6,1,4,1,3,37,1,1,31,2,0,29,2,12,0,7,0,0,1,0,0,0,2,1,50,139,10,0,2,1,5,2,1
1,2019,Spherical CNNs on Unstructured Grids,42,23,7,3,7,1,0,1,8,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_96_paper.json,0,2,2,0,1,1,4,10,0,2,0,9,0,1,0,0,0,1,1,34,4,3,8,3,1,48,1,24,2,10,0,0,1,0,1,0,2,1,32,141,118,3,20,34,31,29,14
0,2019,Learning Actionable Representations with Goal Conditioned Policies,38,18,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,5,5.67,good,ICLR_2019_248_paper.json,0,0,5,3,3,1,0,5,0,0,0,1,0,0,0,0,0,2,1,21,6,8,37,26,0,69,6,21,0,9,1,0,1,3,0,0,2,3,63,255,79,0,18,17,30,14,6
0,2019,Large-Scale Study of Curiosity-Driven Learning,46,14,7,3,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Accept (Poster),Accepted,6,9,7,7.33,good,ICLR_2019_417_paper.json,0,1,10,2,2,4,0,4,0,1,0,5,0,0,0,0,1,0,0,30,1,3,43,4,1,57,2,11,4,11,6,1,2,0,1,0,1,0,47,195,501,20,130,125,129,108,23
0,2020,Measuring and Improving the Use of Graph Information in Graph Neural Networks,31,12,0,6,5,1,1,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,Accept (Poster),Accepted,8,3,8,6.33,good,ICLR_2020_373_paper.json,7,0,2,1,1,2,1,3,0,0,0,1,0,0,0,0,0,2,5,25,3,2,37,9,0,43,1,17,2,7,0,3,7,2,3,4,1,3,71,215,78,0,0,18,26,39,10
0,2019,Learning when to Communicate at Scale in Multiagent Cooperative and Competitive Tasks,35,13,3,4,7,3,2,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,2,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_477_paper.json,0,2,2,0,3,0,1,6,1,0,0,4,2,1,2,1,2,0,3,30,1,2,38,8,1,31,2,15,1,11,2,1,3,3,6,9,2,4,76,216,126,2,16,25,36,52,13
1,2020,Is a Good Representation Sufficient for Sample Efficient Reinforcement Learning?,45,13,9,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_581_paper.json,0,2,5,2,2,3,3,0,1,1,0,5,0,0,6,0,0,0,5,35,6,1,30,15,2,122,2,4,1,12,0,1,0,0,1,0,1,1,100,299,134,0,10,40,51,35,19
1,2018,Learning to Represent Programs with Graphs,29,15,6,1,3,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Oral),Accepted,8,8,8,8,good,ICLR_2018_13_paper.json,0,0,0,0,3,0,2,0,1,0,0,4,0,0,0,0,2,0,2,14,3,1,22,4,0,58,3,13,3,6,1,0,0,1,1,0,2,1,42,161,526,44,90,135,138,140,68
0,2020,To Relieve Your Headache of Training an MRF Take AdVIL,50,1,13,0,6,4,0,0,1,0,0,0,0,0,0,0,4,0,1,2,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_27_paper.json,2,0,12,8,3,6,4,5,0,2,1,6,1,1,0,0,1,0,8,60,3,2,32,13,0,48,1,12,1,7,1,3,2,3,6,1,4,0,79,218,9,0,1,6,1,1,0
0,2019,Adversarial Audio Synthesis,43,22,0,7,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,5,6,5.67,good,ICLR_2019_111_paper.json,1,1,7,2,1,4,2,6,1,0,0,4,1,1,3,0,2,0,4,40,1,1,31,9,3,30,1,20,4,9,2,0,1,2,1,0,4,5,19,143,391,3,52,120,132,94,34
0,2019,Recurrent Experience Replay in Distributed Reinforcement Learning,26,10,6,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_409_paper.json,2,0,4,2,4,3,3,0,1,1,0,4,2,1,1,0,2,2,1,33,3,3,21,5,1,30,1,13,3,8,1,1,3,1,4,1,3,2,13,117,310,3,53,89,97,76,45
1,2020,Co-Attentive Equivariant Neural Networks: Focusing Equivariance On Transformations Co-Occurring in Data,37,6,9,0,2,3,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_514_paper.json,1,0,8,1,0,0,1,2,8,0,0,1,0,0,2,2,2,0,3,31,1,0,16,9,3,50,2,4,5,7,1,0,1,1,0,0,0,1,54,155,19,0,0,8,8,3,3
0,2020,Towards neural networks that provably know when they don't know,47,21,0,11,9,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_307_paper.json,2,0,9,4,1,1,3,7,0,1,0,3,0,2,2,0,1,0,2,38,2,2,31,3,2,59,1,17,3,8,1,0,0,2,0,2,0,5,43,181,91,0,0,0,0,0,0
1,2018,Training Confidence-calibrated Classifiers for Detecting Out-of-Distribution Samples,34,17,8,5,1,7,1,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2018_99_paper.json,2,0,5,2,1,4,0,12,0,2,0,3,3,0,0,0,1,0,4,39,4,2,18,5,0,45,3,27,1,13,3,0,5,2,0,1,3,3,60,195,564,36,101,152,158,122,63
0,2019,RelGAN: Relational Generative Adversarial Networks for Text Generation,33,18,19,0,6,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2019_422_paper.json,0,2,3,2,4,3,1,8,0,2,0,9,4,1,2,0,3,0,3,47,1,3,29,2,2,25,1,14,0,15,2,0,1,1,3,0,2,1,33,135,120,2,16,45,34,31,12
1,2017,Lie-Access Neural Turing Machines,19,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2017_102_paper.json,0,0,2,0,0,1,2,2,0,0,0,2,2,0,0,0,0,0,2,13,2,1,10,9,2,29,5,7,2,3,1,0,1,1,2,0,1,1,59,136,19,1,1,0,1,1,0
0,2018,Deep Autoencoding Gaussian Mixture Model for Unsupervised Anomaly Detection,32,7,0,0,1,4,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,Accept (Poster),Accepted,8,8,8,8,good,ICLR_2018_167_paper.json,3,0,4,2,6,0,1,2,0,0,0,6,2,0,1,0,0,1,14,42,4,3,42,9,2,51,4,13,2,15,0,4,3,6,4,0,0,4,57,223,812,40,99,184,233,309,109
0,2017,A STRUCTURED SELF-ATTENTIVE SENTENCE EMBEDDING,35,23,13,0,2,1,0,0,0,4,6,2,0,0,0,0,0,0,1,1,1,0,0,0,Accept (Poster),Accepted,6,5,8,6.33,good,ICLR_2017_113_paper.json,0,0,0,1,2,1,1,4,0,0,0,3,1,0,0,0,2,0,2,17,3,0,20,10,1,50,2,29,2,11,1,0,0,0,0,0,4,6,57,196,1685,0,73,386,271,215,55
1,2018,Unbiased Online Recurrent Optimization,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2018_118_paper.json,0,1,4,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,16,1,1,23,16,0,13,0,0,0,1,0,1,2,3,3,0,1,1,51,117,70,9,15,9,14,13,6
0,2017,Pruning Filters for Efficient ConvNets,34,24,6,4,7,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,7,7,6.67,good,ICLR_2017_23_paper.json,1,0,1,1,2,1,1,2,0,0,0,9,2,0,0,0,1,1,4,26,1,0,24,11,2,24,0,8,1,9,0,1,5,0,3,0,5,3,41,138,2534,1,10,30,211,546,202
0,2019,Spectral Inference Networks: Unifying Deep and Spectral Learning,41,9,1,3,6,1,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,Accept (Poster),Accepted,5,7,5,5.67,good,ICLR_2019_332_paper.json,5,0,3,7,3,2,0,5,0,0,0,1,0,0,0,0,1,0,1,28,5,5,25,2,0,58,3,12,2,5,1,0,1,0,2,1,2,3,87,214,20,1,2,6,5,7,8
0,2020,Generalization through Memorization: Nearest Neighbor Language Models,31,14,7,4,4,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,3,6,6,5,good,ICLR_2020_278_paper.json,2,0,2,3,1,1,3,3,0,1,0,4,1,0,0,0,2,0,3,26,1,0,23,5,0,12,0,10,2,12,0,0,3,0,0,0,1,4,11,84,255,0,2,44,85,136,87
1,2017,Density estimation using Real NVP,69,37,29,0,10,1,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,1,1,1,Accept (Poster),Accepted,8,8,7,7.67,good,ICLR_2017_131_paper.json,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,23,10,5,26,3,20,1,6,1,0,0,0,1,0,3,4,27,136,2159,0,0,0,286,472,242
0,2019,Multilingual Neural Machine Translation with Knowledge Distillation,38,22,12,0,3,1,2,1,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_293_paper.json,0,0,0,1,4,1,1,7,0,0,0,8,2,0,1,0,0,1,4,30,1,0,15,5,0,24,3,13,1,19,1,0,1,2,6,1,1,1,20,114,176,1,26,61,53,36,16
0,2019,Temporal Difference Variational Auto-Encoder,40,15,19,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Oral),Accepted,8,9,7,8,good,ICLR_2019_14_paper.json,0,0,1,1,1,1,0,3,0,0,1,3,0,0,0,0,1,0,2,14,2,1,14,8,3,69,3,14,4,7,12,1,0,2,0,1,1,1,76,219,2,1,19,32,29,18,3
0,2020,Graph inference learning for semi-supervised classification,38,8,6,2,4,5,3,0,3,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_8_paper.json,0,0,2,2,4,1,3,5,1,3,0,7,0,0,0,2,0,0,7,37,2,1,12,10,3,37,0,4,1,8,1,0,0,1,1,0,1,1,44,127,0,0,0,6,12,6,0
0,2019,LayoutGAN: Generating Graphic Layouts with Wireframe Discriminators,38,12,6,2,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2019_202_paper.json,0,0,5,0,2,0,0,6,0,0,0,4,0,0,1,0,1,0,6,25,2,1,16,12,0,30,0,3,0,4,0,1,1,1,1,1,1,1,51,126,110,0,13,25,49,29,20
0,2017,Bidirectional Attention Flow for Machine Comprehension,31,25,11,1,2,1,0,2,0,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,8,8,7.67,good,ICLR_2017_85_paper.json,0,0,1,3,0,2,4,6,0,0,0,6,3,1,1,0,1,0,2,30,1,0,10,5,4,33,0,10,1,6,0,0,1,1,2,0,1,3,61,139,1846,0,306,316,184,154,40
1,2019,Don't Settle for Average Go for the Max: Fuzzy Sets and Max-Pooled Word Vectors,67,22,10,2,0,1,0,0,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,8,8,5,7,good,ICLR_2019_358_paper.json,2,1,3,0,2,4,1,3,1,1,0,3,2,0,1,0,2,1,0,27,6,0,27,9,2,33,3,8,0,11,4,1,1,1,1,0,2,3,40,152,28,1,9,9,6,5,3
0,2019,Capsule Graph Neural Network,28,14,4,3,5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_125_paper.json,0,0,1,2,1,1,2,3,0,0,0,7,0,1,1,0,0,2,2,23,6,3,24,23,1,34,4,18,2,3,4,2,9,0,1,1,1,2,73,211,152,0,31,53,37,38,11
0,2020,Unbiased Contrastive Divergence Algorithm for Training Energy-Based Latent Variable Models,39,7,2,1,5,3,2,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_631_paper.json,1,0,5,2,2,5,3,2,2,0,0,6,0,0,6,0,0,0,7,41,3,3,37,7,4,43,3,3,2,7,0,1,0,1,1,0,1,1,68,185,15,0,0,7,5,3,4
1,2020,Augmenting Non-Collaborative Dialog Systems with Explicit Semantic and Strategic Dialog History,32,7,2,1,2,1,0,0,0,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_252_paper.json,0,0,1,1,0,0,2,8,1,0,0,7,1,0,0,0,0,0,1,22,1,0,19,7,0,34,0,17,4,5,0,0,0,0,3,1,0,3,36,130,9,0,0,1,1,8,4
