motivation,year,title,num_ref,num_ref_3years,arxiv,neurips,iclr,icml,aaai,iccv,cvpr,emnlp,acl,naacl,eccv,icra,icassp,ijcai,aistats,sigkdd,neuralcom,ieee_tran,acm_tran,mit_press,nature,jmlr,decision_ori,decision_final,rating1,rating2,rating3,mean,class_label,filetype2,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7,atr8,atr9,atr10,atr11,atr12,atr13,atr14,atr15,atr16,atr17,atr18,atr19,atr20,atr21,atr22,atr23,atr24,atr25,atr26,atr27,atr28,atr29,atr30,atr31,atr32,atr33,atr34,atr35,atr36,atr37,atr38,atr39,citation_count,citedIn2018,citedIn2019,citedIn2020,citedIn2021,citedIn2022,citedIn2023
1,2017,Lossy Image Compression with Compressive Autoencoders,33,18,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Accept (Poster),Accepted,8,7,5,6.67,good,ICLR_2017_91_paper.json,0,1,5,1,0,3,1,6,0,4,0,3,2,0,0,1,2,4,5,38,0,0,12,8,2,36,0,7,1,5,1,0,0,0,1,0,1,5,36,115,716,90,135,182,151,161,51
0,2019,Capsule Graph Neural Network,28,14,4,3,5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2019_125_paper.json,0,0,1,2,1,1,2,3,0,0,0,7,0,1,1,0,0,2,2,23,6,3,24,23,1,34,4,18,2,3,4,2,9,0,1,1,1,2,73,211,152,0,31,53,37,38,11
1,2017,Variational Lossy Autoencoder,12,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2017_96_paper.json,1,1,9,7,3,3,1,6,1,0,0,9,1,0,3,0,1,1,4,51,4,1,33,8,0,40,0,13,3,8,3,0,0,0,0,0,2,3,33,151,559,113,132,104,95,65,17
1,2020,Quantifying Point-Prediction Uncertainty in Neural Networks via Residual Estimation with an I/O Kernel,41,4,1,2,5,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,6,8,6.67,good,ICLR_2020_417_paper.json,2,0,9,4,2,0,0,1,0,0,0,4,2,0,0,0,0,0,4,28,2,3,81,19,1,16,1,3,0,9,1,2,5,2,4,2,2,2,91,246,33,0,0,19,8,6,3
1,2020,Model Based Reinforcement Learning for Atari,53,19,2,6,10,3,1,0,0,0,0,0,0,2,0,2,0,0,1,2,0,0,1,1,Accept (Spotlight),Accepted,6,8,6,6.67,good,ICLR_2020_597_paper.json,0,0,7,2,2,5,2,9,1,1,1,6,3,0,4,0,1,2,6,52,2,3,38,11,1,37,2,27,2,23,10,1,2,2,3,4,0,0,45,213,486,0,77,136,152,138,66
1,2018,Compositional Attention Networks for Machine Reasoning,39,23,14,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Accept (Poster),Accepted,7,7,6,6.67,good,ICLR_2018_251_paper.json,2,0,3,1,0,1,1,11,0,5,0,7,0,0,2,0,3,3,8,47,4,1,22,14,1,58,1,11,6,26,3,1,2,0,2,1,4,6,81,244,450,48,104,118,104,84,18
1,2018,Learning Sparse Latent Representations with the Deep Copula Information Bottleneck,28,13,6,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Poster),Accepted,5,6,6,5.67,good,ICLR_2018_275_paper.json,1,0,1,0,3,0,1,5,0,0,0,8,1,0,0,0,0,0,4,24,1,1,20,8,0,42,1,15,2,2,0,1,2,2,2,0,1,0,63,163,25,5,6,7,4,3,0
1,2019,Competitive experience replay,57,30,23,1,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Accept (Poster),Accepted,5,7,6,6,good,ICLR_2019_355_paper.json,1,0,2,2,4,1,1,3,1,0,0,10,1,0,1,0,1,0,1,29,3,1,25,4,0,42,2,6,1,11,4,1,2,0,1,0,1,2,39,145,31,0,6,9,11,7,4
1,2019,Learning to Remember More with Less Memorization,33,15,6,4,6,4,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,Accept (Oral),Accepted,7,7,8,7.33,good,ICLR_2019_18_paper.json,0,0,0,1,0,0,0,2,0,0,0,3,1,0,0,0,3,0,8,18,1,3,30,12,1,51,2,14,3,10,1,1,3,1,1,2,3,5,80,224,28,1,3,12,7,5,2
0,2020,Robust anomaly detection and backdoor attack detection via differential privacy,32,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_408_paper.json,2,0,6,2,0,2,0,4,0,2,0,2,1,0,2,0,2,0,2,27,4,1,44,22,2,48,1,13,7,12,0,4,3,0,3,0,1,0,59,224,83,0,0,21,31,36,20
1,2017,Revisiting Classifier Two-Sample Tests,52,25,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2017_148_paper.json,2,0,4,6,2,2,0,8,0,0,1,4,1,0,3,0,0,0,3,36,1,1,15,17,1,43,1,11,2,3,1,0,3,1,1,0,1,2,33,137,238,32,44,37,59,53,22
1,2020,Mutual Information Gradient Estimation for  Representation Learning,51,10,7,3,7,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,Accept (Poster),Accepted,8,6,3,5.67,good,ICLR_2020_485_paper.json,1,1,9,2,7,4,0,3,1,0,0,4,1,0,0,0,0,0,5,38,3,1,14,6,2,37,1,6,3,11,0,1,1,0,0,0,0,0,38,124,19,0,0,6,10,3,2
1,2019,Modeling Uncertainty with Hedged Instance Embeddings,26,12,3,5,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_411_paper.json,1,0,3,2,2,0,1,3,1,0,0,4,1,1,0,0,0,1,4,24,1,2,15,10,1,46,1,24,1,10,4,2,3,2,2,0,2,1,49,176,13,0,2,1,2,8,6
1,2019,Measuring Compositionality in Representation Learning,48,12,4,5,3,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2019_206_paper.json,0,3,7,5,5,6,1,4,0,0,0,1,0,0,0,0,1,1,7,41,0,1,17,7,2,45,0,6,3,3,2,0,0,0,1,0,1,0,46,134,90,2,14,31,17,30,6
1,2019,Multilingual Neural Machine Translation With Soft Decoupled Encoding,25,9,0,1,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,7,6,6.33,good,ICLR_2019_347_paper.json,1,0,4,2,1,3,4,4,0,3,0,5,2,0,0,0,0,1,2,32,1,2,27,5,2,23,1,19,1,5,0,1,2,1,0,0,0,0,34,124,41,0,10,14,11,7,5
1,2020,Principled Weight Initialization for Hypernetworks,35,15,19,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Accept (Talk),Accepted,8,8,8,8,good,ICLR_2020_643_paper.json,0,1,6,1,1,1,0,2,0,1,0,9,0,0,4,0,2,1,4,33,4,2,17,3,2,31,0,10,0,7,3,1,1,2,1,0,1,1,53,139,36,0,0,10,11,16,10
1,2018,Modular Continual Learning in a Unified Visual Environment,33,10,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,6,8,8,7.33,good,ICLR_2018_132_paper.json,2,0,5,5,2,1,1,5,0,1,0,2,0,0,1,0,1,2,1,29,9,2,25,41,1,59,4,11,5,10,2,0,1,0,7,1,0,6,98,282,0,0,0,0,0,0,0
1,2019,From Language to Goals: Inverse Reinforcement Learning for Vision-Based Instruction Following,28,12,0,1,3,1,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,9,5,5,6.33,good,ICLR_2019_407_paper.json,0,0,2,1,0,2,0,6,1,0,0,3,0,0,0,0,0,1,3,19,5,1,20,12,2,37,2,16,2,12,0,2,0,2,1,1,4,4,33,156,84,2,19,21,18,23,7
1,2020,Learning The Difference That Makes A Difference With Counterfactually-Augmented Data,34,18,5,1,1,1,1,0,0,5,8,3,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,1,5.67,good,ICLR_2020_580_paper.json,0,0,4,0,1,4,1,4,1,1,0,4,0,0,3,0,0,0,2,25,0,0,17,3,0,34,2,13,3,9,1,1,2,1,0,1,0,1,16,104,324,2,6,91,118,113,42
0,2020,Plug and Play Language Models: A Simple Approach to Controlled Text Generation,58,29,14,1,1,0,2,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,Accept (Poster),Accepted,6,3,6,5,good,ICLR_2020_353_paper.json,1,0,7,7,4,4,2,8,0,0,0,12,2,0,1,0,5,1,5,59,22,5,81,17,20,73,8,29,4,20,2,2,2,1,26,1,3,2,159,477,417,0,2,93,128,209,88
1,2019,From Hard to Soft: Understanding Deep Network Nonlinearities via Vector Quantization and Statistical Inference,25,7,6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,Accept (Poster),Accepted,6,6,7,6.33,good,ICLR_2019_385_paper.json,1,0,1,4,1,4,0,1,1,1,0,0,1,0,2,0,0,0,1,18,2,3,22,14,1,53,0,5,6,1,1,0,1,1,5,0,1,0,43,159,10,1,2,0,3,4,2
0,2019,LEARNING TO PROPAGATE LABELS: TRANSDUCTIVE PROPAGATION NETWORK FOR FEW-SHOT LEARNING,37,15,2,5,7,8,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,5,6,7,6,good,ICLR_2019_366_paper.json,1,0,5,2,1,1,3,7,2,1,0,10,2,0,2,0,1,0,3,41,3,0,16,11,1,24,3,11,1,15,1,1,1,0,1,2,2,1,34,128,435,1,39,137,155,126,36
1,2018,Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,55,29,33,0,3,1,1,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,8,4,6.67,good,ICLR_2018_224_paper.json,2,0,2,9,1,2,7,8,0,2,0,9,4,0,4,1,2,4,4,61,6,3,6,5,0,25,3,10,1,17,1,2,0,2,0,0,1,3,33,118,296,56,81,82,50,28,3
1,2019,Cost-Sensitive Robustness against Adversarial Examples,34,16,2,6,2,2,1,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,Accept (Poster),Accepted,5,8,5,6,good,ICLR_2019_122_paper.json,0,0,3,0,1,2,5,5,0,2,0,9,1,0,2,0,0,0,3,33,4,0,12,7,1,39,3,7,1,7,2,0,0,2,1,0,2,3,29,120,2,3,8,2,5,5,1
1,2020,Coherent Gradients: An Approach to Understanding Generalization in Gradient Descent-based Optimization,29,13,3,2,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,8,8,3,6.33,good,ICLR_2020_266_paper.json,0,1,10,0,0,0,0,0,0,0,0,5,1,0,0,0,2,2,2,23,0,0,53,4,3,36,0,6,6,4,3,1,1,0,2,0,4,2,38,163,32,0,2,13,10,7,4
1,2017,Capacity and Trainability in Recurrent Neural Networks,39,15,9,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,Accept (Poster),Accepted,8,7,8,7.67,good,ICLR_2017_75_paper.json,0,0,8,0,2,0,4,3,0,0,0,7,0,0,1,0,2,0,4,31,1,0,45,9,0,46,1,11,2,16,2,0,2,1,4,0,2,1,58,201,178,36,36,44,24,21,4
1,2018,Sensitivity and Generalization in Neural Networks: an Empirical Study,43,18,9,5,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Accept (Poster),Accepted,8,5,4,5.67,good,ICLR_2018_219_paper.json,0,0,4,2,2,1,1,0,0,0,0,5,1,0,3,0,1,0,7,27,3,2,18,6,1,53,1,1,0,5,4,1,0,0,0,0,6,3,63,167,333,41,84,86,66,58,24
1,2019,Learning Protein Structure with a Differentiable Simulator,50,20,4,3,5,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,Accept (Oral),Accepted,6,7,6,6.33,good,ICLR_2019_7_paper.json,1,0,5,3,2,6,1,7,0,0,1,2,0,0,1,0,3,1,5,38,14,0,33,8,3,62,2,7,4,4,1,0,0,0,0,0,0,1,70,209,116,3,13,43,36,28,3
1,2017,DSD: Dense-Sparse-Dense Training for Deep Neural Networks,24,10,9,1,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,8,8,5,7,good,ICLR_2017_69_paper.json,0,0,4,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,2,14,9,1,25,33,1,23,1,11,1,11,0,4,6,0,1,0,3,3,58,191,146,23,36,34,27,21,8
1,2018,Expressive power of recurrent neural networks,32,10,3,0,5,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2018_285_paper.json,0,1,2,0,2,0,0,5,0,0,1,3,0,0,2,0,1,0,5,22,2,0,6,2,1,38,3,4,0,1,1,0,0,1,3,0,3,0,55,120,89,21,16,23,17,7,2
0,2018,Learning from Between-class Examples for Deep Sound Recognition,30,8,0,1,4,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,9,4,8,7,good,ICLR_2018_98_paper.json,0,0,2,3,1,0,1,5,1,1,0,7,0,0,1,0,3,1,1,27,1,2,22,6,2,69,2,12,2,11,0,4,3,1,2,0,2,5,29,175,177,14,35,49,47,34,12
1,2020,Learning The Difference That Makes A Difference With Counterfactually-Augmented Data,34,18,5,1,1,1,1,0,0,5,8,3,0,0,0,0,1,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,8,8,1,5.67,good,ICLR_2020_580_paper.json,0,0,4,0,1,4,1,4,1,1,0,4,0,0,3,0,0,0,2,25,0,0,17,3,0,34,2,13,3,9,1,1,2,1,0,1,0,1,16,104,324,2,6,91,118,113,42
0,2019,Off-Policy Evaluation and Learning from Logged Bandit Feedback: Error Reduction via Surrogate Policy,24,2,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2019_228_paper.json,1,1,1,1,1,3,2,6,0,1,0,2,0,0,0,0,0,0,6,25,0,2,18,9,1,88,2,17,3,10,1,0,0,0,0,2,0,3,95,251,15,0,1,8,4,2,0
1,2020,Global Relational Models of Source Code,27,13,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,6,3,5,good,ICLR_2020_202_paper.json,0,0,3,1,4,2,3,7,1,0,0,6,0,2,1,1,0,0,2,33,1,0,17,1,2,42,1,7,2,12,0,0,1,0,0,2,2,1,26,117,141,0,3,27,47,73,20
0,2020,Lite Transformer with Long-Short Range Attention,52,30,2,12,5,4,0,2,5,2,8,3,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,6,6.67,good,ICLR_2020_486_paper.json,0,0,4,1,5,2,7,7,2,2,0,5,2,0,1,0,4,0,7,49,0,0,22,3,2,23,0,7,1,6,0,1,0,2,1,1,3,0,32,104,0,0,0,28,60,63,24
1,2019,GAN Dissection: Visualizing and Understanding Generative Adversarial Networks,50,31,5,12,7,1,0,2,7,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,Accept (Poster),Accepted,7,7,8,7.33,good,ICLR_2019_257_paper.json,0,0,4,1,2,4,1,3,0,0,0,3,1,0,1,0,0,2,1,23,1,1,22,8,0,61,1,10,1,6,2,0,1,2,3,0,3,0,36,158,304,7,62,95,83,60,18
0,2019,The Comparative Power of ReLU Networks and Polynomial Kernels in the Presence of Sparse Latent Structure,20,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_429_paper.json,0,2,4,2,2,1,1,0,0,0,0,2,0,0,2,0,1,1,3,21,0,6,38,2,2,91,2,12,3,6,3,0,1,3,0,0,2,2,87,260,4,0,0,2,0,2,0
1,2020,Meta-Learning without Memorization,38,14,12,1,4,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_556_paper.json,1,0,4,1,0,2,6,4,2,0,0,1,0,1,1,0,3,1,3,30,2,2,39,13,1,75,2,14,2,10,0,1,1,5,0,1,1,4,52,225,113,0,2,33,36,45,11
1,2020,State-only Imitation with Transition Dynamics Mismatch,30,7,13,0,2,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_374_paper.json,2,0,1,3,1,3,2,0,0,0,0,7,0,0,2,0,2,0,6,29,2,3,20,18,0,47,2,6,2,6,0,1,0,2,3,0,2,2,48,164,33,0,1,9,8,15,1
1,2019,Building Dynamic Knowledge Graphs from Text using Machine Reading Comprehension,26,15,8,7,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_299_paper.json,0,1,0,2,0,4,1,2,1,1,0,8,3,0,2,0,1,1,3,30,3,1,8,10,0,30,1,9,5,10,3,1,1,1,3,1,3,2,42,134,63,2,22,22,10,7,1
1,2020,Adversarial Policies: Attacking Deep Reinforcement Learning,34,15,0,3,2,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_90_paper.json,1,0,2,2,4,3,2,5,0,0,0,6,0,0,2,0,1,1,1,30,3,5,23,8,0,55,2,6,0,11,2,1,0,0,2,1,3,0,32,154,195,0,8,53,77,63,24
1,2017,Mode Regularized Generative Adversarial Networks,26,24,17,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,4,7,5.67,good,ICLR_2017_36_paper.json,0,1,2,1,2,1,1,2,0,1,1,3,3,0,3,0,3,1,3,28,1,1,28,9,3,38,2,16,4,13,0,0,1,1,1,1,2,6,46,173,441,72,92,105,62,56,18
1,2020,On Bonus Based Exploration Methods In The Arcade Learning Environment,29,14,5,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,6,,6,good,ICLR_2020_316_paper.json,0,0,7,1,3,1,3,5,0,2,0,2,1,0,1,1,0,1,4,32,1,1,35,5,2,22,2,5,3,15,2,1,0,2,0,2,0,2,23,123,31,0,2,9,16,6,7
1,2019,Modeling Uncertainty with Hedged Instance Embeddings,26,12,3,5,0,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_411_paper.json,1,0,3,2,2,0,1,3,1,0,0,4,1,1,0,0,0,1,4,24,1,2,15,10,1,46,1,24,1,10,4,2,3,2,2,0,2,1,49,176,13,0,2,1,2,8,6
1,2019,Meta-Learning Update Rules for Unsupervised Representation Learning,67,20,17,4,7,8,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0,0,1,2,Accept (Oral),Accepted,8,8,8,8,good,ICLR_2019_11_paper.json,0,0,3,0,1,4,0,8,0,0,0,2,0,0,1,0,1,0,5,25,5,0,19,17,2,91,2,31,3,8,0,0,0,2,0,0,6,7,77,270,88,7,23,31,19,12,5
1,2020,Disentangling Factors of Variations Using Few Labels,64,27,8,7,21,9,1,0,4,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,Accept (Poster),Accepted,1,6,6,4.33,good,ICLR_2020_77_paper.json,0,1,8,2,4,6,1,4,0,3,0,3,0,2,3,0,0,0,3,40,1,3,33,1,1,44,6,6,1,17,2,1,0,0,0,3,4,0,25,148,111,1,8,37,36,35,12
1,2017,Training deep neural-networks using a noise adaptation layer,21,1,3,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,5,7,5,5.67,good,ICLR_2017_160_paper.json,1,1,3,0,0,0,1,3,0,1,0,5,0,0,1,0,3,0,1,20,3,0,14,1,0,43,0,21,1,6,1,2,2,2,0,0,2,2,34,134,492,34,89,112,141,125,36
1,2020,Is a Good Representation Sufficient for Sample Efficient Reinforcement Learning?,45,13,9,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Accept (Spotlight),Accepted,6,8,8,7.33,good,ICLR_2020_581_paper.json,0,2,5,2,2,3,3,0,1,1,0,5,0,0,6,0,0,0,5,35,6,1,30,15,2,122,2,4,1,12,0,1,0,0,1,0,1,1,100,299,134,0,10,40,51,35,19
1,2020,Stochastic AUC Maximization with Deep Neural Networks,49,17,18,1,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_100_paper.json,1,0,4,1,6,4,4,4,0,1,0,9,3,0,2,0,0,1,5,45,3,1,13,1,1,40,0,8,5,7,0,1,1,3,2,0,3,3,80,172,54,0,3,12,14,26,13
1,2018,Model-Ensemble Trust-Region Policy Optimization,47,22,3,4,7,5,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2018_27_paper.json,0,0,3,1,1,4,0,11,0,0,0,3,0,0,1,0,1,0,3,28,1,0,29,10,1,38,0,13,2,13,2,1,1,6,1,0,1,4,27,150,0,18,65,86,89,65,22
0,2017,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,29,10,3,0,1,0,0,0,0,3,12,3,0,0,0,0,0,0,0,1,0,0,0,2,Accept (Poster),Accepted,7,5,8,6.67,good,ICLR_2017_72_paper.json,1,0,3,2,0,1,3,4,1,1,0,1,1,0,1,0,2,0,3,24,2,1,12,7,1,31,1,8,1,8,1,0,2,0,1,0,1,3,22,102,307,64,83,80,37,33,7
0,2019,InfoBot: Transfer and Exploration via the Information Bottleneck,51,23,12,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Accept (Poster),Accepted,7,7,3,5.67,good,ICLR_2019_428_paper.json,2,0,4,0,2,6,5,14,0,1,0,7,0,0,0,0,2,0,2,45,2,1,15,21,1,56,5,37,2,17,0,2,3,2,0,1,3,4,63,235,122,1,31,44,24,29,6
1,2019,Episodic Curiosity through Reachability,29,15,14,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Accept (Poster),Accepted,8,7,8,7.67,good,ICLR_2019_343_paper.json,0,1,1,0,0,0,2,3,0,3,0,11,1,1,4,0,1,1,6,35,3,7,36,21,2,44,4,28,3,28,3,0,1,1,2,1,10,4,87,285,187,2,36,54,58,41,16
1,2019,A Convergence Analysis of Gradient Descent for Deep Linear Neural Networks,45,23,5,4,4,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2019_338_paper.json,0,0,4,1,1,3,1,3,1,0,0,0,0,0,4,0,1,1,11,31,6,2,37,1,1,106,0,12,0,4,5,0,0,1,1,0,3,1,215,395,196,8,49,55,57,34,9
1,2019,SPIGAN: Privileged Adversarial Learning from Simulation,59,24,11,2,2,3,0,8,18,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,Accept (Poster),Accepted,7,6,7,6.67,good,ICLR_2019_465_paper.json,1,1,2,3,3,1,3,8,1,0,0,9,2,0,0,0,1,0,3,38,4,0,14,6,2,28,5,11,0,11,1,1,6,1,1,0,4,2,26,123,62,2,12,19,20,9,10
1,2018,Learning to Teach,40,15,5,1,5,7,2,0,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,1,Accept (Poster),Accepted,8,9,5,7.33,good,ICLR_2018_292_paper.json,2,0,4,5,2,1,2,6,0,0,0,4,1,0,1,0,1,0,4,33,6,1,27,22,2,46,1,13,0,7,0,1,4,0,4,0,2,2,69,207,147,,,,,,
0,2018,Deep Neural Networks as Gaussian Processes,28,12,6,1,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,Accept (Poster),Accepted,4,6,7,5.67,good,ICLR_2018_61_paper.json,0,3,4,0,3,2,0,1,0,0,2,7,0,0,1,0,2,1,4,30,3,0,11,5,0,53,1,3,0,5,1,0,0,1,3,0,3,5,67,161,667,65,114,178,173,149,67
1,2019,DISTRIBUTIONAL CONCAVITY REGULARIZATION FOR GANS,33,16,3,6,6,2,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Accept (Poster),Accepted,6,7,8,7,good,ICLR_2019_353_paper.json,5,1,7,2,3,2,1,7,1,3,0,3,0,0,0,0,0,1,5,41,6,3,30,12,1,74,2,26,0,15,0,0,1,1,1,1,4,1,85,263,6,0,3,2,1,0,1
1,2020,Memory-Based Graph Networks,67,24,9,8,12,11,2,2,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,3,Accept (Poster),Accepted,6,6,6,6,good,ICLR_2020_472_paper.json,4,0,2,4,0,1,6,5,1,0,0,7,1,0,1,0,0,0,7,39,2,1,7,5,0,25,1,10,1,16,2,1,5,1,1,0,1,3,36,118,42,0,0,9,17,18,8
1,2018,Interactive Grounded Language Acquisition and Generalization in a 2D World,52,24,4,2,5,4,3,2,1,3,2,0,0,0,0,1,0,0,0,3,0,1,0,2,Accept (Poster),Accepted,7,6,6,6.33,good,ICLR_2018_135_paper.json,2,0,3,2,0,4,2,2,2,0,1,7,0,1,1,0,3,1,7,38,5,2,20,14,0,56,5,11,3,7,4,1,1,0,0,1,2,7,89,228,67,11,18,18,16,6,4
1,2017,Discrete Variational Autoencoders,59,21,5,6,10,14,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,Accept (Poster),Accepted,8,9,8,8.33,good,ICLR_2017_172_paper.json,0,0,9,6,2,3,0,12,0,0,0,4,1,1,0,0,1,0,6,45,8,0,45,18,0,86,3,12,4,2,0,1,0,1,1,0,0,5,171,357,4,27,38,31,25,39,25
1,2020,Provable Benefit of Orthogonal Initialization in Optimizing Deep Linear Networks,30,11,11,2,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Accept (Poster),Accepted,6,8,3,5.67,good,ICLR_2020_354_paper.json,1,0,5,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,6,18,1,3,13,0,0,54,0,3,1,2,0,0,1,1,1,0,0,0,68,148,64,0,0,19,24,23,7
1,2019,Probabilistic Recursive Reasoning for Multi-Agent Reinforcement Learning,76,16,9,0,6,6,3,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,2,Accept (Poster),Accepted,7,8,7,7.33,good,ICLR_2019_457_paper.json,1,0,8,4,4,2,3,3,1,0,0,3,0,0,2,0,1,0,7,39,9,0,22,12,1,29,3,11,0,3,2,1,1,2,1,0,0,5,50,152,93,2,18,23,26,23,11
1,2017,Towards the Limit of Network Quantization,41,18,14,0,8,1,0,1,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,Accept (Poster),Accepted,7,7,7,7,good,ICLR_2017_165_paper.json,2,2,3,1,1,1,1,5,0,1,0,5,1,0,2,0,2,1,0,28,4,1,26,10,1,58,1,7,1,7,0,2,0,1,0,0,0,2,33,154,147,26,30,30,32,26,6
